index,label,text,score
2025,1,強風オールバックの女のコが可愛ぃ❤,0.9868
2026,1,向かい風が強過ぎて前に進めない虚無感を描いた、共感を呼ぶ歌詞や耳に残るなメロディーが特徴的な作品です。,0.6758
2027,1,皆さんはYTで見ることができます［新竹的風有多強］、新竹人の幸せな日常。,0.9751
2028,0,歌詞がペラッペラだから飛ばされちゃうのよ。,0.8034
2029,1,定期定期的に聴きたくなる曲,0.94
2030,1,この界隈を否定する訳では無いんだけど切ないボカロとか辛いのが多くて、なんかんー…って時にこれに出会って、風吹く時に毎回歌ってるこれ聴いてるとなんか、楽しい。,0.9852
2031,1,歌ってみたとかでてるけど絶対本家に戻ってきてしまうの好き,0.9916
2032,0,俺これサムネ炭治郎かと思って避けとった,0.8216
2033,1,【MIX】強風オールバックfeat.RickAstley,0.5585
2034,0,2ヶ月で2000万超えてるのはバグ,0.7265
2035,1,定期的に前髪ハゲる時の顔が好き,0.977
2036,1,この歌好きです！😐❤️,0.9886
2037,1,これすき,0.9694
2038,0,他の人も言ってるようにこの歌「ただその日にあったことを歌ってる」のかと思ってたけど普通は風強すぎて死ぬことなんてないじゃんこの歌で言う風って「他人からの風当たり」の風なんじゃ…？周りからの風当たりが強すぎて、病んで自○した歌なんじゃないかと思えてきた考えすぎ？,0.5533
2039,1,一度聞くと脳裏にこびりついてめっちゃ中毒性があります。,0.9727
2040,1,リコーダーうまいなあああ,0.9789
2041,1,この曲が今ずっと頭から離れないです😂絵も素敵ですね🌹🤩😊,0.9864
2042,1,ラグトレインみたいなボカロですこ,0.8957
2043,1,再生数約2ヶ月で2000万ってすごい,0.862
2044,0,この曲何がいいのかマジでわからん,0.7276
2045,1,前見たとき1700万回自分「すご!!」今2000万回自分「！？！？！？すごおおおおおおおおおお」,0.5963
2046,0,曲もそうだけど、1:12からの連続キャベツカットもすごい癖になる,0.5287
2047,0,なんか、台風のさなか、横風で自転車斜めになりながら登校したら『今日は休校』とか言われたのを思い出したわ,0.7203
2048,1,良き。あとキャベツ。,0.9508
2049,1,2倍速の疾走感、とぶぞ,0.8808
2050,1,神曲だ👍↓↓,0.9715
2051,0,ブツ切りの調教がクセになる,0.9667
2052,0,ショートでやたら聞くからフル聴きに来ちゃった私の負けだなって思いました,0.9676
2053,1,自分の住んでる所が群馬県!!!!!冬がこんな感じでさ〜!!!!外出た瞬間!!!!終わった〜てな事いっぱいあったな〜wwwwwwいい思い出かな？,0.9713
2054,1,リコーダーの音の外し具合がセクシー...エロい！！,0.9842
2055,1,MVってほんとに大事なんだな,0.946
2056,1,定期的にカムバックしたくなる曲w,0.8512
2057,1,こういうネタに全振りしたような曲もっと増えてほしい,0.6744
2058,1,リズム天国みたいで耳がきもちいい笑笑,0.9831
2059,1,こんな感じの小説あったら買いたい,0.9245
2060,0,飛ばされた屈辱は、演奏の嚆矢だ,0.9683
2061,0,0:57狂気を感じたのは私だけだろうか……,0.9524
2062,0,この何とも言えない歌声がいい意味でクセになる。,0.9795
2063,1,サブスク配信してほしい、、！🥲🥲,0.7187
2064,0,外出た瞬間終ったわ天気は、良いのに進めない風強すぎてお亡くなり定期定期的にオールバック（強風オールバック）,0.9216
2065,0,なぜスカートはめくれない？,0.5919
2067,0,強風大背頭......,0.9578
2068,1,リアルなイメージがいいねっておもいました。,0.52
2069,0,1:16伝説の作画崩壊で草,0.8878
2070,1,なんという中毒性の塊,0.9673
2071,1,リコーダーは学生なら一度は引いたことあるだろうから、途中で変なおと出してるところ、1度はテストでかましたことあるからなんか共感できるんだよなぁ,0.8848
2072,0,聴くまで、もっと前向きな意味のある曲なんだろうなと思って今そういうの要らねえんだよなと敬遠していたら全然そういうんじゃなかった,0.8125
2073,0,伸び方えぐいな,0.726
2074,1,リコーダーになりたい,0.6392
2075,1,この音楽いいですね！たまに聞いてます。,0.9873
2076,1,リコーダーの所好き,0.9764
2077,1,この小学生可愛すぎん？,0.9371
2078,1,台灣人參上！😂😂,0.8835
2079,0,この曲自体はとてもいい曲だと思うんだけど、この曲を上げる為にわざわざ他のPや曲を下げてる奴らが心底気持ち悪いし、そういうコメントに大量にグッド付けられてるのもドン引き何故どっちも良いにならないのか本当に理解出来ない,0.9877
2081,1,2023最も素晴らしいミーム、誰もそれに勝つことはできません、誰もそれを超えることはできません,0.8558
2082,0,おなくなりそう,0.9907
2083,1,2000万回再生祝🎉,0.9589
2084,1,1:13の連続切り好き分かる人おる？,0.7407
2085,0,子供達が黙って観ている😮響いてるんだろうなぁー,0.5866
2086,0,もう2000万か…,0.5792
2087,0,めっちゃ癖になる,0.9323
2088,1,カラスがかわいすぐる,0.9395
2089,1,この曲の風は強い向かい風だが再生数は追い風でドンドン増えて前に進んでいく,0.6545
2090,1,あえての機械音声。天才的なリコーダーの音外し。…………初期のボカロってこんな感じだったなぁと…………ボカロ曲ってこういうのでいいんだよなぁって思いました。,0.7875
2091,1,カラスのカスタネットかわいい,0.9901
2092,1,カラス、、かわいいなw,0.9598
2093,0,な、なぜだ……な、何故笑ってしまうんだ…何がつぼったんだ…クフフフフ……,0.6925
2094,1,良曲,0.9825
2095,1,この感じが令和にバズってるの新鮮懐かしい,0.9301
2096,1,本家がどれかな？と思ってググったらコレが本家なのね！？てっきり歌ってみたかと思った,0.8878
2097,0,カスタネット（●→打つ○→打たない｜○○●○｜●○○○｜●○○●｜○○●○｜×∞,0.8488
2098,1,ハトハトハトハト大乱闘おもろw😊,0.7936
2099,1,コメント多すぎて草,0.7052
2100,1,間奏のリコーダーの音が絶妙にいい,0.9858
2101,0,高校の時自転車登校で、めちゃめちゃ風強い日あって朝学習(朝礼前に授業入るやつ)に遅刻したことある先生に「家早めに出なさい」って言われたけど、家出た時に気付いたんだしどーしろってんだい！って思ったわそんで朝礼で遅刻したやつ出てこいってなって十人くらいゾロゾロ出てきやがったコレって保険降りますかねー,0.7967
2102,0,伝説の作画崩壊キャベツ‼️,0.8187
2103,1,チャリ乗ってる時必ず歌う,0.6244
2104,1,💓❤️,0.44
2105,1,外出た瞬間＼(＾o＾)／終わったわ☆中毒性があるわｗ,0.6536
2106,1,キャベツ好き,0.9666
2107,1,なんかいろんな歌詞入りそうなのに小並感が完璧で完成されてるの好こ,0.9594
2108,1,群馬県民のワイに刺さった歌詞です🤧,0.9059
2109,1,みこちから来ましたにぇ〜！,0.6791
2110,0,なんかある特定のものを見てしまったせいでめちゃくちゃ遅く感じる,0.9911
2111,1,あんま触れられてないけどカスタネットたたいてるカラスとかトライアングル弾いてるハト一生見ていたいぐらい可愛すぎる,0.9901
2113,0,下に居る生物は何？ネコ？ウサギ？分からん,0.892
2114,1,中毒性あるなこれw,0.9617
2115,1,友達が歌ってて聞いてみたらハマりましたw,0.9908
2116,1,1、5倍速が自分の中でお気に入り,0.9518
2117,1,これだったんだシュールで好き,0.9893
2118,1,歌詞もいいけど声が好きすぎる。同士いる？,0.964
2120,0,普段からオールバックの俺は関係ない!!!!!!!!,0.4545
2121,1,！好き,0.9879
2122,1,すばらしい！！,0.9882
2123,1,こういうアホっぽいの好き,0.6212
2124,1,こういうのでいいんだよ,0.7965
2125,1,なんと言うか、これぞボカロ曲って感じで好き👍こういうのでいいんだよこういうので😭懐かしさを感じました✨,0.9832
2126,1,音楽そこそこしか聞かない自分が初めて聞いた日に50回ぐらいリピートしたのはこの曲は凄い,0.9503
2127,0,風って太陽放射によって暖められた地球大気に温度差が生じる為に吹くんですよ。温かい物と冷たい物を一緒にしたら、温かい物から冷たい物に熱が移動しますよね?同じ事で熱移動が空気の対流となって風が吹くわけです。つまり地球上で風が吹かない状況っていうのが空気が失くなるか太陽が失くなるしかないんですよね。なんで風なくなったら人も○にます。,0.7173
2128,1,イラスト日常味がある,0.5452
2130,1,ピアノえぐくて笑ったんですけど、これ実際に弾けるんですかね？,0.5417
2131,1,頭空っぽになれるボカロだいすきだから聴けて嬉しいしかわいくて癒される,0.9932
2132,1,作画崩壊キャベツくん好き,0.9794
2133,1,ハトとかねこ？見たいのなんか可愛くて好きだわ,0.9904
2134,0,毎日高校自転車登校の自分は共感しか出来ない,0.8265
2136,1,この曲は私の誕生日にリリースされました,0.8604
2137,1,ムービー色々と可愛過ぎる,0.9917
2138,1,修学旅行に脳内再生しながらイキたい,0.5129
2140,0,あぁ～ん風で前髪が崩れちゃうぅ♡,0.89
2141,1,絵が可愛くてすき,0.9941
2142,1,リコーダーの🪈とこ好きや,0.953
2143,1,面白いところが好き❤,0.9918
2144,1,1:12の某プリキュアのキャベツみたいな小ネタあるの好き,0.9816
2145,0,風死ねぇーって叫びながら学校登校してる群馬県民を労ってほしい,0.9189
2146,1,動画で出てる女の子がボカロの歌愛ユキ本人なのにドマイナー過ぎてオリキャラ扱いされてるの可哀そうで好き,0.3745
2147,1,2000万再生おめでとうございます(＾ω＾),0.9826
2151,1,修学旅行でこれを永遠と流してました笑めちゃ好きですw,0.9797
2152,1,この前風が強い日に下校している小学生たちをみたんですよ。何となくその子たちの会話に耳を傾けてながら私も歩いてたら小学生たちの1人が「今日風が強いから強風オールバックの真似しながら帰るわ‼︎」って言ってて、しかもその子実際にリコーダー持ってたんですよwwそしてリコーダーを持って強風オールバックを歌いながら帰ってましたww何か嬉しかったです。これがリアル強風オールバックか、、！って思いながら見てましたwww,0.9751
2153,1,これを強風の中で歌いながらスキップすると最高に気持ちいいぜ,0.9927
2154,1,最高!!,0.9942
2155,0,チャリ民だからどんなに前髪整えても風吹いてなくても定期的にオールバッグで泣きたい,0.514
2157,1,絵が可愛いと思う人⤵,0.9214
2159,1,2000万再生おめでとうございます！🎉最近狂ったように聞いてます😊,0.7567
2160,1,祝2000万再生!!!,0.9835
2162,1,こういう、「ねるねるねるね」とか「ドンパッチ」みたいな駄菓子感あるやつがボカロ曲では1番好きだしリピートするな人間に似せてるのも凄い技術だけど、なら本物人間の歌聴くし、例えばダブステ調、ロック調の本格的オケとかでも、やっぱり本物の方聴く,0.6526
2163,1,㊗️2000万再生！,0.9751
2164,1,2週間とちょいで1000万伸びるのすげぇな,0.779
2165,1,女の子のこと爆走してずっと追っかけてる謎の生物可愛くて好き,0.9914
2166,1,すごい,0.73
2167,1,祝2000万！！！！🎉🎉🎉🎉🤪,0.972
2168,1,1:19ここ好きすぎるw,0.9774
2170,1,途中小学生の作文みたいな歌詞で凄いなと思いました,0.9517
2171,1,音だけじゃなくて足踏みのリズムも微妙に曲と違うの好き,0.9863
2172,1,ボカロで2ヶ月で2000万はすげぇ…,0.8407
2173,1,2000万行ったのかすごい,0.5477
2174,1,某アニメの伝説のキャベツが登場して感動した🥺,0.9621
2175,1,ただ「風が強いから進めない」とすごいシンプルなのに中毒性高いのほんと好き,0.9664
2176,0,このあまりない音楽のステップが独特でなんか依存してしまい、何回も聞いてしまう,0.8204
2177,1,これ聴きながら歩くとよく歩ける。,0.9311
2182,1,2000万おめでとう🎉ほんと、くせになるー,0.8133
2183,1,「って」の部分好きすぎる,0.9882
2188,1,ハト大乱闘のとこ好き😂,0.9811
2198,1,「天気」「定期」「的に」といった似たような単語出てくるの聴いてて気持ち良いわ〜,0.9939
2199,0,風強い日ってあるよね〜学校も…［強風注意報ってだけだから登校はしないとだよ？］とか言ってくる始末だしほんとに強風っていやになるよね💦あとは傘がぶっ飛んでくあとそれに雨も追加されたらやばすぎて進めんのは確実だな足の筋力と腕の支える力とたんりょく？？？てのが必要になるのだーほんとに外出るってだけで今の時期は太陽サンサンだし…帽子日焼け止め？諸々準備めんでぇぇぇ…だけど忘れ物したら［事前に準備しとかないとだよ？］とか親に言われるし…ちゃんとしてても［いや言い訳はいいから］はは…わたしちゃんと頑張って日々生きてるんだがな……💦私ﾀｸｻﾝﾔﾙｺﾄｱﾙ…ﾀｲﾍﾝｽｷﾞﾙﾏｲﾆﾁ……(うんどう、学校で習っても覚えきれなかった勉強内容……体調かんり…私生活に必要なもの諸々……はは……みんなできてるんだから…私もしっかりやってかないと……周りが頑張ってるし私が何かしら言い訳ボソボソ言ってる間も頑張って仕事してる人もオルシ最悪倒れたとしてもまぁ…ほどほどに頑張りたいのだかな……ほどほどっていうたんびに私自分でどのくらいが許容範囲か…わかってへんのか？ってなったりするくらいだから…まだまだ勉強不足？それかもうキャパ限界過ぎて溢れてきてる…？？私の限界か……？)ってなってるな！社会人感たちも学生のみなさんも日々お疲れ様ですー………！！わたしは健康なのかわかんないけど心と頭？は疲れ切って日々大変なのですわ！みなさんもおきをつけくださーい長文失礼しました〜^^;ニートでは多分ない…仕事は大丈夫…一人でできないことは誰かに頼って一緒にやってけばええのだ…頼るのも大事…大事…そう言い聞かせてやってくしか選択肢はないのだから……💦,0.8862
2200,0,１ヶ月ぶりに見たら、ほぼ2000万はエグすぎる。１ヶ月前は100～200万ぐらいだったのに…。すごいです,0.5974
2204,0,チャリ通だったので痛いほど分かる場所が場所でいつも向かい風、何故か毎日強風でやばかった,0.9835
2205,1,あと7万再生で2000万再生だよ！！！はやすぎぃぃぃぃぃすげぇぇぇぇぇ,0.9146
2206,1,きゅうくらりんとラグトレイン足して割ったみたいな曲でいいね,0.9611
2207,1,今日で2000万回行きそうだ。,0.6601
2208,1,最後のウーパールーパーの虚無のところが可愛すぎる笑,0.9512
2209,0,この曲に政治的意図は､ないよね……………………。,0.8083
2210,1,天気いいほど通学とか出勤が嫌になる全人類の心を代弁するこの歌が大好きです🤣,0.9799
2211,1,私もこういう日常のストレスをキャッチーな音楽に乗せて歌詞にしたいすべて浄化しそう,0.5614
2212,1,雰囲気がVOCALOID初期の頃の曲みたいで和む良い曲ですね1:11夜明け前より瑠璃色なの作画崩壊キャベツ？w,0.9292
2213,1,ゆこぴさんは他の曲も良いのではきいてね,0.8976
2214,1,台湾には毎日こんなに強い風が吹く場所、つまり新竹があり、向こうの人々はトリビュートピルに乗って飛ぶでしょう,0.5198
2215,1,おばあちゃんが寝る前によく歌ってくれたなぁ,0.9588
2216,1,外出た瞬間終わったわ気分悪いのに気持ちいい勢い強すぎてお亡くなり定期定期定期にマスターベーション,0.8901
2217,1,伝えたいことシンプルでめっちゃおもしろい動画も作ってるなんて凄い！,0.9825
2218,1,学校で歌ったらランドセルポーズしてくれる友達いてうれしい,0.9913
2219,0,虚無がだいすき,0.7222
2220,1,「外出た瞬間終わったわ」って歌詞おもろすぎるやろ,0.8486
2221,1,刻みがエロすぎる,0.4718
2222,1,最近のボカロは謎に暗かったり重かったりの曲ばっかだったから本当にありがたい、こういうのを求めてたんだよ。聴いてて最高に楽しいんだよ！,0.9916
2223,1,手ごろ..強風五百はいつも聞いても中毒性があるね,0.8164
2224,1,これ歌ってたら友達がノってくれる（笑）,0.9592
2225,1,珍しく深い意味が無いけどバズってしまった神曲(褒めてます),0.9794
2226,1,奇跡的な音の外し方が好きすぎる,0.9776
2227,1,こういう曲大好き,0.9921
2228,1,「定期定期的に」のとこのユキちゃんの子音が好きすぎて先に進めない,0.9571
2229,1,↓まだまだ伸び続けると思う人,0.721
2230,1,やっぱり最後のウーパーは最高だな！,0.9907
2231,1,友達が歌ってて気になり昨日から聞いてるけどやっぱYouTube見ててよかったと思う,0.985
2232,1,この前自転車で下校中に強風で全然前に進まなかったから、ノリノリで「そっとでた瞬間、おわったわ♪」っていった瞬間、実は近くに人がいてガン見されておわったわ。,0.6999
2233,0,なにかのミスでみんなのうたで流れてくれ,0.8803
2235,1,オッズパークのcm来さう,0.5159
2236,1,自称古参なので、ユキちゃんの曲が有名曲でおすすめに出て来て震えてますひぇぇ,0.7016
2237,1,あらたなるハチが誕生した,0.7235
2238,0,テンパには永遠に無縁の歌,0.8994
2239,1,定期定期的にこの曲聴きたくなる,0.9786
2240,1,カスタネットたたいてるカラスかわいい,0.9884
2241,0,今日は強風オールバックみたいな天気だな…,0.9715
2242,1,ハトハトハトハト大乱闘が好きすぎる,0.9824
2243,1,まぢ中毒性えぐい,0.971
2244,1,寝過ごした。今目覚めた。終わったわ,0.7393
2245,1,今いろんな替え歌あるけどやっぱり本家は最高,0.9916
2246,0,ボーカロイドは仕事を選べない,0.8913
2247,1,今の俺の状況正確に表してて草,0.5321
2248,0,開かないことをおすすめします。やぁこんにちは開いたの？やぁ開くな言うたやんまぁ笑開くの後悔した？,0.8511
2249,1,間奏のリコーダーの音の外し方でしか得られない栄養がある,0.7599
2250,0,アンチみたいで悪いけどこの曲がなぜバズるのかわからん,0.7569
2251,0,ハリアーハイブリットへ。俺は電車つっこんで、ヤーさんにも突っ込んで、注射も突っ込まれたけど、お前は、いつになったら突っ込まれるんだ？,0.86
2252,1,中毒性の塊でしかないな,0.9739
2253,0,テスト中頭の中出てきたら終わる系の音楽でしんどい出てきませんように,0.8091
2254,1,リコーダーのとこ神,0.9713
2256,1,このリコーダーの音聞くとタイタニックを思い出すのは俺だけじゃないはずw,0.7061
2257,1,昨日からはまってる,0.9124
2258,1,歌も大好きだけどあのキャベツ切ってるのも好き,0.981
2259,1,ところどころネタ挟んでるの好きキャベツとかきゅ○うくらりんとか,0.9149
2260,0,分かりみが強すぎる遠州の人です。,0.7103
2261,1,この独特な歌声なんか好き,0.9903
2262,0,知り合い方がヅラなんだけど、強風吹くとズレてるんだよね。たまに炊飯器の蓋の様にパッカーンしてる時もある。,0.8659
2263,1,ガチでなんもなくて好き,0.9921
2264,0,強風オールバックはやりすぎ😅😅,0.9862
2265,1,どうでもいいけどワンちゃん（?）可愛いなぁ,0.9814
2266,0,この曲聴いてるとうしろに下がってしまう...,0.971
2267,1,この曲を群馬県の県歌にしよう！,0.9754
2268,1,ちょっとずれた感じのリコーダーのパートが好きすぎる,0.9817
2269,1,一見シンプルに見える人がいるかもしれないMVだが、鳩やカラスの楽器をつつくタイミングが音楽にあってる。これをするのも中々すごいなと思う…少しだけど絵を描いてる身だとこの髪の動き？とか向きを表現するのすごいなと思う…イッヌの足が細かく動いてたり、流れがスムーズなのも凄い。一つ一つの動作に時間がめちゃくちゃかかってて、こういうの見る度にすげぇって思う音楽の裏にも様々な効果音やユキちゃんの声を良くする工夫も施されてて凄すぎる,0.9477
2270,1,歌詞全部覚えるんだお曲短めだから、簡単そうなんだお,0.7505
2271,1,え伸びすぎやろ,0.9734
2272,1,ヤバイ😂アイドルにも負けてない😂,0.5834
2273,0,窓出た瞬間終わったわボタン押しても進まないなぜ?突然にお亡くなり?定期定期的にハングアップ,0.9543
2274,1,1:23ここ可愛いw,0.9865
2275,0,歌詞見た瞬間終わったわテンポはいいのに歌えない音強すぎてお亡くなり定期定期的に音痴チック,0.9921
2276,1,これは天才ですｗ,0.9622
2277,0,この音、曲癖になる・・・😂,0.9427
2279,0,最近風強いと思う人は↓↓↓,0.5391
2280,1,なんか考えすぎなんだよなぁって思った時に聴くと脳内リセットできるから好き,0.986
2281,1,すげー一瞬で伸びまくってる,0.8218
2282,0,海外でも流行ってんのヤバすぎる今までボカロでこんなバズり方した曲なかったやろ,0.8059
2283,1,僕にとって最高の曲です。聴いていると、独特の穏やかなリズムと、なんとも言えない懐かしさで、気分が爽快になります。作ってくれてありがとうございます。,0.9907
2284,1,久しぶりに聞いたボカロ曲w❤可愛いわぁ❤,0.9932
2285,1,すげぇ！もうすぐ2000万やん！Yukopiさん一気に有名なっててやばい,0.9765
2286,0,外出た瞬間終わった和天気は良いのに進めない風強すぎておなくなり定期定期的にお-るバックリコーだ-地下に潜りたいなっておもいましたかぜさえなくなればあったかいのにずっとすわりたいなっておもいましたいやいやっと,0.7254
2287,1,ベース最高👍,0.9735
2288,1,女の子がリコーダー吹いてスキップしてるだけなのに狂おしいほど好き。,0.9659
2289,1,6月になったら梅雨サイドウェーブとか、そんな感じの曲を作ってください♪（人´∀`*）,0.9361
2290,0,なぜか中毒になってしまうカオス,0.8091
2291,0,気づいた瞬間終わったわ👏👏昨日4時まで起きていた寝坊してしまいお亡くなり👏👏定期定期的におやすみなさい,0.8824
2292,1,2000万再生行けーーーーー‼️全てのボカロ(好きなやつ)に送ってる気がする,0.9143
2293,1,中学の頃から好きだった歌愛ユキがついに日の目を浴びた🥹🥹🥹🥹,0.9601
2294,1,今日中に2千万回再生行きそうで凄い‼︎,0.9851
2295,1,やばいなこの曲クセになって聴きにきちゃうわ、後絵可愛すぎな？,0.9824
2296,1,あはwむりw好きw(*´∀｀)ハムボの強風オールバックをフルで聞きたいw(*ﾉωﾉ),0.9566
2297,1,"カラス君のカスタネット和む(,,´ω`,,)",0.8706
2298,1,全体的にかわいい,0.9875
2299,1,mvめっちゃ好き,0.9907
2300,1,最近よく聞くから何がいいんだろうって聞きに来たらまぁ良きすぎるよね,0.9792
2301,1,これ聞きすぎて定期定期テストがオールバッドでした。ありがとうございました。,0.9587
2302,1,"""歌愛ユキ""って名前を久しぶりに見たこの個人的感動が凄すぎる😭キャベツ検定のキャベツだし、こういう何気ないあるあるでゆるい感じが何処か懐かしい……😭",0.9742
2303,1,何度も聞きに来たくなる中毒性がある,0.9723
2304,0,終わったわの言い方何故か癖になる,0.5131
2305,0,この虚無サラマンダーのガチャリアルにあって回したなぁ,0.5558
2306,1,定期定期的にオッズパーク♪,0.8863
2307,0,背景見ると全然進ん出ない😂😂,0.9932
2308,1,一般弁護士絶叫Ver.も出来そう,0.8278
2309,1,何も考えずに聞ける曲,0.8989
2310,0,ウィープレイの広告のせいで嫌いな曲,0.9771
2311,1,LINEMUSICに出してください！m(__)m,0.8854
2312,1,例の作画崩壊キャベツ出して来るとことかリコーダーの絶妙に外れた音とかすき！,0.9901
2313,1,この人プロですね。間違いない。,0.8811
2314,1,今風強すぎるのでこの曲聴きにきました,0.9373
2315,1,めちゃくちゃ伸びてる今年の代表曲これか,0.9832
2316,1,けしていい歌では無いけどなんか頭に残る、何度も聴きたくなっちゃう歌だな😂,0.906
2317,1,この絵柄好きです！こんな可愛くて天才的？な絵柄になりたいです(๑•̀ㅁ•́ฅ,0.9884
2318,1,｢今日風強いから前髪のビジュ悪いwwまじで強風オールバックだよねwww｣みたいな流れでボカロオタク見つけ出せるの最高,0.9905
2319,0,音割れさせたら最高にお亡くなりしそう,0.7148
2320,1,この曲の題名一番好き,0.9906
2321,1,作画崩壊キャベツ好き,0.9675
2322,1,全国のJKオープニングソングすぎるんだわ,0.6907
2323,1,なんか特別な感じの曲,0.7158
2324,1,幼稚園児が最近リュック背負って笛持って二つ縛りして「そとでたしゅんかんおわったわ」と歌いながら踊るので何かと思ってたらコレかー！かわいい歌ですね。私も強風いやです。,0.9809
2325,1,なんか可愛くていいよね❤,0.9881
2326,0,強風オールバック中毒患者数↓,0.914
2327,1,ところどころラグトレインリスペクトしてるんかなって箇所が見られて好き,0.9733
2328,1,新潟県民の心に響きました🍚🌾✨,0.8525
2329,1,中毒性あって好き,0.9888
2330,0,なんだろう、クセになる,0.9883
2331,1,正直ここ最近でヒットしてる曲の中でダントツですき,0.9448
2332,1,曲に持ってかれて誰も触れてないけど、この子かわいくね？,0.9099
2333,0,空っ風群馬県民の歌やんこんなん。学生時代、登校で自転車進めなすぎて何回諦めて帰った事か…(逆に下校は漕がなくても帰れる),0.5452
2334,1,すき,0.8999
2335,0,運動会の日、半袖シャツ👕短パン🩳で行ったら、強風に吹かれました…,0.988
2336,1,歌詞、語調、イラスト全て小学生感強くて好き,0.9916
2337,1,めちゃくちゃ有名になっちまったなぁ,0.6338
2338,1,声を除いたら好き,0.9907
2339,1,これを面白くした動画,0.9592
2340,1,TANOSHI!!!!,0.8237
2341,1,犬が可愛い(動物全般的に),0.9207
2342,1,絵も曲調も歌詞も全部が好き,0.9878
2343,0,ごめんだけど声が無理,0.9872
2344,1,その格好で外出たのか?!終わったわww,0.7775
2345,1,なんか最近謎に人気の曲があるから聴きに来たらアンテの人じゃん！,0.9546
2346,0,終わったわ、まじで,0.5917
2347,1,いいっすねー,0.9743
2348,0,今の若者が好きそうな曲だな俺には歌詞が幼稚に思えて無理,0.9698
2349,0,キャベツに見覚えると思ったら作画崩壊のあれだ,0.9746
2350,1,お亡くなりっ🎶のとこ大好き😂,0.9886
2351,1,脳死で作ったような歌詞とアホそうなリズムがマジ癖になって好き。,0.9617
2352,1,ニャンコのショート動画から来たんだけどもう好き,0.9753
2353,0,強風オールバック,0.8415
2354,1,トライアングル鳴らすハトも，1:18で踊るカラスとハトも裏拍でノッてるの好きすぎる,0.9891
2355,1,1:57急に虚無ルーパー出てきて笑ったw,0.7708
2356,0,LINEミュージックない,0.71
2357,0,なんか癖なってしまうの俺だけ？😮,0.8787
2358,1,すごいです！！🥰Ilovethissong,0.9906
2359,0,気がついたらもう20回見てたけどなんで人気が出たのか分からない。もう一回見よっと,0.6893
2360,1,間奏ピタゴラスイッチみたいで好き,0.9872
2361,1,ハトハトハトハト大乱闘が意味わからんくて好き,0.9874
2362,1,今ハマりはじめた遅くないよね？,0.5662
2363,1,イッヌかわいい,0.9912
2364,1,153万再生だったのに…すごい伸び,0.9369
2365,1,中毒性あるわ,0.9856
2366,1,クラスの男女数人と強風オールバック歌いながら1人の女の子の周りぐるぐるまわって遊んだ(𖦹_𖦹),0.8074
2367,1,全部わかりみが深い,0.6648
2368,1,この絵ほんと好き,0.9922
2369,0,定期定期的に見にこないとダメだ,0.8497
2370,1,中毒性やばい,0.9915
2371,0,ここまで「わかるわ〜」って共感できる曲ない,0.6624
2372,1,何食ってたらこんな曲作れるんだ…w,0.9317
2373,1,海沿いに住んでたからめっちゃ共感した😂テレビで東京の人って何で前髪綺麗なんだろうってずっと思ってたけど関東に住んでて風無くて納得した😮,0.9167
2374,0,2000万再生も秒読みか…,0.8686
2375,1,昔は当たり前だったこの感じのボカロ今聞いてもやっぱりいいね,0.9904
2376,1,頭の中に残って好きw,0.9883
2377,1,個人的に最後らへんのウーパールーパーのとこ好きなんだけど同志いる？,0.6462
2378,1,ガラガラを触っているカラスがとてもかわいく思えます,0.9637
2379,0,なーぜか微妙に耳に残る,0.5382
2380,0,強風オーバック流行る理由意味わかんないんだけど,0.8127
2382,1,曲と絵柄がめちゃ好きです(*´ω｀*)後､MVの短足をちょこちょこ動かして､転がってるのは犬で良いんですよね？本当､強風の日に犬の散歩するとユキちゃんとその犬みたいになるwww0:56の鳩大乱闘はなんか好き😂激しいもちゃもちゃ。長文失礼致します｡,0.9745
2383,1,ただひたすらわんちゃんが可愛い,0.9859
2384,1,カスタネット叩いてリズムとってくれるカラスは最高だな〜！,0.9918
2385,1,鳩の大乱闘めちゃくちゃ好き,0.9915
2386,1,定期定期的におすすめに出てきます,0.9593
2387,0,外出た瞬間終わったわが外出た瞬間オナッタ話にしか聞こえない😂,0.8172
2388,0,登校の時に髪質硬いせいで強風が吹いたらしばらく髪型イカれて朝から気分下がる...,0.9886
2389,1,イッヌのイラストが好きだわ,0.9771
2390,1,MVが、部分的にチチンプイプイ、からめる、作画崩壊キャベツのオマージュしてて好き。あとユキの声もヤツメ穴や稲葉雲さん系の虚無っぽい感じが出ててすこ。,0.9868
2391,0,「お亡くなり」が「終わるナリ」にしか聞こえなくて人生終わるナリ,0.9548
2392,1,冬の群馬県にいらっしゃればこの歌の内容を体験できますのでおすすめです。,0.9845
2393,1,"何回か出てくる犬みたいなの可愛い""(∩>ω<∩)""",0.9839
2394,1,前橋に住んでるものとして共感しかない！,0.9513
2395,0,どことなく日常を感じる,0.8909
2396,1,オンゲキ、舞、チュウニズムに収録待ってます！,0.9592
2397,1,カラスかわいい,0.9862
2398,0,ちょっと寝た瞬間終わったわ天気はいいのに起きれない眠気強すぎておなくなり定期定期的に遅刻ダッシュ,0.4878
2399,1,この歌気に入りました！,0.9935
2400,1,のほほんとした昼下がりに縁側でスイカ食べながら聴きたい,0.9096
2401,0,もっと違った形で知りたかった…,0.9332
2402,1,この曲を頭の中でループしてれば勝手にバイト終わってるから助かってる,0.9871
2403,0,気づいたんだけど0.25倍速にするとくっそうるせえw,0.9206
