text,label,score
シンプルだがクセになる,NEUTRAL,0.7001
カップヌードルコラボ！？買ってくるぞー,POSITIVE,0.9524
学校で外出た瞬間終わったわのとこで中でた瞬間終わったわって替歌した,NEUTRAL,0.8506
何回でも聴いてしまう☺,NEGATIVE,0.6408
カップヌードルが初見でした耳に残る曲〜🥹,POSITIVE,0.8821
日清「合格」,POSITIVE,0.6293
夏バージョン可愛かった🥰🥰,POSITIVE,0.9844
カップヌードルCMおめでとう🎉,POSITIVE,0.9681
CMとして使われるの凄過ぎる👏,POSITIVE,0.843
日清ってほんとすごいな。サーチ力高すぎる,POSITIVE,0.9629
コラボおめでとうございます,POSITIVE,0.9777
まさかのCM抜擢,POSITIVE,0.641
祝🎉cmおめでとう！,POSITIVE,0.9908
CMでいきなり流れて笑ったわ,POSITIVE,0.9369
日清のセンスに脱帽,POSITIVE,0.9244
CMおめでとうございます🎉,POSITIVE,0.9734
女の子が同じところで足踏みしてるのって風強すぎて進めないからか……。,NEGATIVE,0.961
また再生数伸びるね(CM効果はすごい),POSITIVE,0.9783
CM採用すごい,POSITIVE,0.9059
見た！驚いた!日清やること早い。,POSITIVE,0.8364
ラーメン美味しかった？,NEUTRAL,0.6466
日清のセンスどーなってるん？,NEUTRAL,0.9095
日清のCM見て原曲聞きたくなって来た同士おる？,NEUTRAL,0.7558
おいそのキャベツの様な球体はまさか・・・,NEUTRAL,0.7726
日清カップヌードルのCMで知りました。かわいい♪,POSITIVE,0.9923
そりゃカプヌのCMになってたらこっち来ちゃうよなぁ！？,NEUTRAL,0.6543
キャベツ検定は、不合格だよね,NEUTRAL,0.5387
音が気持ちいい,POSITIVE,0.9909
君たちはどう生きるか,NEUTRAL,0.8275
相変わらず日清食品さんはとがってるなぁCM採用おめでとうございます！,POSITIVE,0.9426
こういうのでいいんだよ,POSITIVE,0.7965
夏暑すぎて終わったわカプヌうまいのに売れてないシーフードだけでも食べて欲しいまさかのテレビCM用驚きましたwコラボ嬉しいです、作曲ありがとうございます！,POSITIVE,0.9892
そっとでた瞬間クソ暑い天気が良いからクソ暑い陽が強過ぎてクソ暑い致命致命的にクソ暑い,NEGATIVE,0.9838
カプヌとコラボしたCM出た瞬間先輩とビックリして叫んだわ,NEUTRAL,0.6328
CM観て来ました！辛いのとシーフード買います…！,NEUTRAL,0.5497
このリコーダーの音外したような絶妙なリアル感が無気力を感じさせて良い,POSITIVE,0.9735
家出てオールバックになるたびにこの曲頭の中で流してます〜〜🎧,POSITIVE,0.6286
cmに使うの許可得たんやな,NEUTRAL,0.7746
なんか口ずさみたくなるメロディなんよな,NEUTRAL,0.7574
カップヌードルシーフードそんなに売れてないのか？旨いのに,NEGATIVE,0.5009
CMおめでとうございます！,POSITIVE,0.9919
コルピクラーニのViinamäenmiesみたい,NEUTRAL,0.7941
カスタネット叩いてるカラスとトライアングルつついてるハトが可愛すぎるのよ,POSITIVE,0.9837
クセのあるCM出す日清がオールバックを起用するなんて、、改めてこの曲のクセの強さが常軌を逸していることが分かります。,NEUTRAL,0.6179
日清とのコラボおめでとう🎉そっちのフルバージョンも聞きたいｗ,POSITIVE,0.9754
夏暑すぎて終わったわ,NEGATIVE,0.8428
なんか今日これ聴きたくなって(人生2回目)昼間見に来たけど、たまたま日清でcmやってるとか偶然すぎる,NEUTRAL,0.5224
シーフードカップヌードルのCMおめでとうございます!,POSITIVE,0.9889
カプヌうまいのに売れてない……,NEGATIVE,0.994
日清のcmみましたよくわかりませんが明日はシフヌ食べます,NEUTRAL,0.708
カップヌードルコラボおめでとうございます👏,POSITIVE,0.9703
まさかのカップヌードルに出るとは…,NEUTRAL,0.5615
寿司にされてシーフードにされるとかもう偶然の域超えとるやろ歌愛ユキ,NEUTRAL,0.6459
カプヌから来たぜ。,POSITIVE,0.8456
まさかの日清のCMにでてきて久々にみにきた笑,POSITIVE,0.5214
まさかシーフードのカップラーメンのcmになるとは、世の中何がおきるか分からないものだ。,NEUTRAL,0.779
今年の夏シーフードのパロディに選ばれましたね。これによって更に強風オールバックの知名度が上がりそう(笑),POSITIVE,0.9487
日清公式にコメントできなくて終わったわまっさか過ぎて笑ったわ,POSITIVE,0.7063
カップヌードルの夏制服かわいい,POSITIVE,0.9888
㊗️日清への進出！相変わらず、日清の目の付け所ってクセ強いんだよなぁ,NEUTRAL,0.759
CMデビューおめでとうございます！🎉✨😆✨🎊,POSITIVE,0.99
強風オールバックといい、そろ谷といい、日清さんとは気が合いそうです。,POSITIVE,0.8791
日清CMから,NEUTRAL,0.9411
ほんとに日清のCM作ってる人毎回センスすごすぎ,POSITIVE,0.9434
なにここ？みんだ友達みたいじゃん！仲間いれて!,POSITIVE,0.9685
ついに日清にも来やがったな,NEUTRAL,0.7779
日清CMから気になって見つけたわまんまと日清の作戦にハマって終わったわ,POSITIVE,0.8778
CMに出ててびびった,NEUTRAL,0.715
つっまんねえ曲だななんだこれ,POSITIVE,0.4308
まさかカップヌードルのCMで見るとは思わなかったです👍。,NEUTRAL,0.9027
カップヌードル進出おめでとうございます🍜🎉,POSITIVE,0.976
水ダウcmから,NEUTRAL,0.9469
cm見ました,NEUTRAL,0.9527
カプヌのCMになるとは最初よくできたパロディかと…www,NEUTRAL,0.5365
かっぷらーめんからきた,NEUTRAL,0.9253
カップヌードルのCMびびった,NEUTRAL,0.9019
カップヌードルのcmからきました,NEUTRAL,0.8917
カップヌードルビビった,NEUTRAL,0.9145
カップヌードルマジ腰抜けた,NEUTRAL,0.5411
💥,NEUTRAL,0.8316
わざわざ水差すようだけどあえて言いたいなんで「○○(某音ゲー等)実装おめでとう！」とか「○○(某動画サイト)から来ました！」は叩かれて「日清タイアップおめでとう！」とか「日清のCMから来ました！」は比較的歓迎されるんだい？どっちもおめでとう、いらっしゃいでいいじゃないか,POSITIVE,0.7572
日清CMの「真っ二つにされるイカ」を見てこちらに来てみたら元ネタが「例のキャベツ」でまた笑ってしまったw,POSITIVE,0.8197
日清よくやった！,POSITIVE,0.9597
シーフード！！,NEUTRAL,0.881
日清から来た人多くて嬉しい,POSITIVE,0.9926
コラボしたのか…！？俺以外の日清と…,NEUTRAL,0.9443
㊗️日清コラボ,POSITIVE,0.8274
シーフードから来た人✋,NEUTRAL,0.8647
日清の夏暑すぎて終わったわｼｰﾌｰﾄﾞｯ!から来た者ですめっちゃ強風オールバック🔄日清暑すぎオールバックこれ毎回繰り返し聞きまくってる,NEUTRAL,0.8113
日清から来た人🤚,NEUTRAL,0.8863
カップヌードルから,NEUTRAL,0.9456
日清のcm見て来てた！さすが日清目の付け所が違う,POSITIVE,0.9002
カップヌードルCMと比べるとじわじわきて好きです。CMになってる！！切ってるのがキャベツじゃ無い！！って思いました,POSITIVE,0.9519
何かと思ったら作画崩壊キャベツか、切っているの。,NEGATIVE,0.8031
お亡くなり😂😮😮😮😂どうしてお亡くなりなんだよ。😂😂,NEGATIVE,0.9876
バズってからCM起用までの短さに闇感じるの勘繰りすぎ？てかもしかして言うて短くない？,NEGATIVE,0.8647
まさかカップヌードルのCMに起用されるとは,NEUTRAL,0.8874
もうこの子も夏休みなのか、早いなぁ。みんな、シーフード🦑食べるんだぞ！,POSITIVE,0.9372
日清やりやがった,NEUTRAL,0.6696
小学生が公園で歌ってた,NEUTRAL,0.9028
日清に採用されてもなお、めげずに向かい風に立ち向かう精神に脱帽,POSITIVE,0.6898
カップヌードルから,NEUTRAL,0.9456
日清オールバックやん,NEUTRAL,0.863
日清のCM拝見しました。化石になっちまいそうなパロディのパロディあって笑いました,POSITIVE,0.9498
Howareyou,NEUTRAL,0.7361
カップヌードルのコマーシャルに！！小学生の我が子もスキップしながら歌って歩くし、やっぱり一度聴いたら耳から離れない、印象に残るって凄く大事なんだなって改めて思いました😂,POSITIVE,0.9792
日清から来ました笑笑,NEUTRAL,0.6524
日清のcmやるなんて……,NEGATIVE,0.8516
ここ数年の日清のCMの目の付け所が完全にオタクのそれだから、多分上層部にネットに詳しいオタクが居る。…ですよね？専務。,NEUTRAL,0.8876
日清のCM見て来ました。,NEUTRAL,0.9231
カップラーメン食べたくなるなぁ(シーフード),NEUTRAL,0.8942
コラボおめでとう🎉好きな曲だから嬉しい〜,POSITIVE,0.9936
オールバックいやなら坊主にすれば！ぶん殴りたい面構え！,POSITIVE,0.6974
日清とのコラボは想定してなかったwww,NEUTRAL,0.8126
この曲さらに流行ってほしい！,POSITIVE,0.9698
日清の公式採用ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!,POSITIVE,0.5076
コラボおめでとう🎉🎊,POSITIVE,0.9831
日清カップヌードルのコラボ見ました!!おめでとうございます!!,POSITIVE,0.9906
テレビ見てたらカップ麺のCMとコラボしてて草😂,POSITIVE,0.712
日清みて久々に帰ってきたら再生回数エグくなっててビビる,NEGATIVE,0.9715
ユキちゃーん！ゆこぴさーん！小津さーん！地上波デビューおめでとーーー！！！🎉🎉🎉,POSITIVE,0.9544
CM見てカツ丼吹きました,NEUTRAL,0.9457
カップヌードルCMおめ😊,NEUTRAL,0.8702
日清のCM、MADかと思ったら本家だったw,NEUTRAL,0.9063
フル的なヤーツが欲しい。,POSITIVE,0.8823
CMおめでとうございます🎉セーラー服ぎゃんかわでしたげへへ,POSITIVE,0.9687
CMおめでとうございます🎉リアルタイムでたまたま見て声出ました🦑めでたいなぁ🥳元気出ました,POSITIVE,0.9915
日清のcmがあった後すぐに日清公式とこれ見た!,POSITIVE,0.963
日清コラボマジおめでとう,POSITIVE,0.9835
今、日清のカップヌードルとのコラボcm見て驚いた！！,POSITIVE,0.9297
カップヌードルcm化おめでとう！！,POSITIVE,0.9862
日清コラボおめでとうございます！,POSITIVE,0.9907
有吉の壁のCMから来ました,NEUTRAL,0.8699
日清あったんだけも,NEUTRAL,0.9121
投稿日と再生数が見合ってないぐらい人気で凄い,POSITIVE,0.9838
強風オールバックCMにでててビビったwww,POSITIVE,0.4703
㊗️カップヌードルCM決定,POSITIVE,0.9425
日進のCMも見ました！,POSITIVE,0.9352
カップヌードルのcmになってもーた…,NEGATIVE,0.618
日清のCM採用おめでとうございます,POSITIVE,0.9792
おめでとうございます㊗️,POSITIVE,0.9816
↑これ以降「日清からきました」禁句な(´・ω・｀),NEGATIVE,0.9656
日清から,NEUTRAL,0.9251
日清のカプヌとコラボは凄すぎる、、、おめでとうございます！,POSITIVE,0.9932
この歌好きな人何人いるんだろう(?_?)？(予想聞いた人全員),NEUTRAL,0.8448
日清cm記念に。テレビで見れたらいいな,POSITIVE,0.972
日清からきました,NEUTRAL,0.9259
カップヌードルから。やっぱすげぇや,POSITIVE,0.8134
そういえば日清さんって、今は亡き輝夜月ちゃんともコラボしてたな…😂,POSITIVE,0.6136
カップヌードルとコラボしてて草,NEUTRAL,0.6273
日清と比べると日清verの方がテンポ速いのか,NEUTRAL,0.9558
おすすめでCM出てきてめっちゃびっくりしたwww,POSITIVE,0.9773
カップヌードルから来ました。,NEUTRAL,0.9568
日清コラボおめでとう㊗️,POSITIVE,0.9898
カップヌードルになってるじゃねぇかよ！おめでとうございます！！！,POSITIVE,0.9309
カプヌCMソング化おめでとうございます🎉🎊,POSITIVE,0.9716
カップヌードルシーフードでも買ってくるか。,POSITIVE,0.7612
この曲ハマりました,POSITIVE,0.9831
日清コラボやるやん,POSITIVE,0.9514
日清カップヌードル記念,NEUTRAL,0.7543
通りすがりのおばちゃん『やっぱりね…この子は上がってくると思ってたのよ！』,NEUTRAL,0.8672
カップヌードルから,NEUTRAL,0.9456
日清コラボすげぇw,POSITIVE,0.7858
日清に採用されて始まったわ！！！,POSITIVE,0.868
嘘！！カップヌードルのCMになるってマジ！？信じられん！！テレビに出るなんて！！,NEUTRAL,0.5153
大手から案件貰っちゃうの凄すぎる,POSITIVE,0.9702
日清から来ました,NEUTRAL,0.9483
日清のカップヌードルとのコラボCMを見て、早速本家を見に来たわ,POSITIVE,0.9506
日清のカップラーメンのcmにまで使われる凄さ,POSITIVE,0.6207
日清とコラボしてて草,POSITIVE,0.5829
日清のCMしててびびった,NEUTRAL,0.8115
なんでいきなりこれだけ爆発的にバズったんやろ,POSITIVE,0.4666
日清のカプヌのCMから舞い戻った,NEUTRAL,0.7022
まさか日清のCMでこの曲を聞く日が来るとは…おめです！,POSITIVE,0.8965
日清のCMにこれが出るとは…日清、分かってるじゃないか。,NEUTRAL,0.5971
ついにCMになったw,NEUTRAL,0.7884
カップヌードルのcmについにきたか！,POSITIVE,0.9301
日清...やりやがった(嬉),POSITIVE,0.9861
日清のチャンネルから飛んできたわおめでとう,POSITIVE,0.9763
まさか日清のCMになるとはね,NEUTRAL,0.7953
可愛い😂,POSITIVE,0.9875
日清の目の付け所相変わらず厳つくて好き,POSITIVE,0.9887
日清コラボの方コメント出来ないからこっちにきた人b,NEUTRAL,0.8032
1:11あの伝説の『作画崩壊キャベツ』を取り入れてるあたり、抜かりないなと思いました😂,POSITIVE,0.9379
夏暑すぎて終わったわカプヌ美味いのに売れてないシーフードだけでも食べて欲しい夏は食っとけシーフード！いいぞ、もっとやれ,POSITIVE,0.9517
この意味のわからない歌がバズっている理由を教えてください,NEGATIVE,0.6878
あれ？何故かシーフードヌードル食いたくなってきた。,NEUTRAL,0.5341
cmに抜擢される小学生、ここに現る,POSITIVE,0.6669
カップヌードルとコラボしてて凄すぎ,POSITIVE,0.9768
日清のやつ公式で笑った,POSITIVE,0.7212
コラボおめでとうございます(*´ω`*ﾉﾉ☆ﾊﾟﾁﾊﾟﾁ,POSITIVE,0.9829
まさか伝説のキャベツをここで見ることになるとは…,NEUTRAL,0.8886
おめでとう,POSITIVE,0.9252
日清とのコラボおめでとうございます！つか、マジで驚いたw,POSITIVE,0.9747
日清コラボおめでとうございます！,POSITIVE,0.9907
日清コラボ記念！,POSITIVE,0.9706
！,NEUTRAL,0.8592
風強すぎてもリコーダー。とんでもねえ肺活量だ。,POSITIVE,0.7609
日清コラボおめでとうございます!,POSITIVE,0.9907
カップヌードルとコラボおめでとうございます👏👏,POSITIVE,0.9582
朝ニュース見てたら途中カップ麺CMが強風オールバックの替え歌になってて思わず2度見した,NEUTRAL,0.8551
シーフードヌードルCMへの起用おめでとうございます👏,POSITIVE,0.9586
これ本家ですね?,NEUTRAL,0.9747
ｼｰﾌｰﾄﾞｩ！,NEUTRAL,0.8226
ちょっと目を離した隙に日清カップヌードルとのコラボCM上がってるし本家の再生数3000万回越えしててもう意味わからんとにかくおめでとうございます👏,POSITIVE,0.9392
この曲が日清の目にとまってあんなことに,NEUTRAL,0.6871
日清...だと！？,NEUTRAL,0.9445
カプヌで使われててすご,NEUTRAL,0.9132
ユキちゃんからは向かい風でも動画は追い風,NEUTRAL,0.8884
カラオケで歌いました🎤,POSITIVE,0.6244
は？,NEUTRAL,0.9006
まさかのシーフードカップヌードル（＾ω＾）,POSITIVE,0.7712
日清と相性ピッタリの曲だな,POSITIVE,0.9322
夏暑すぎて終わったわ,NEGATIVE,0.8428
なにがいいのか本当わからない,NEGATIVE,0.9659
日清のCMの概要欄のᔦ.ˬ.ᔨ悲しくて好き,POSITIVE,0.7548
もうすぐ地上波かぁ,NEUTRAL,0.8604
カップヌードルコラボおめでとうwwwwww,POSITIVE,0.985
伝説のキャベツやん,NEUTRAL,0.8643
日清に認められてもう一回聞きに来たやついるだろうな,NEUTRAL,0.7411
夏暑すぎて♪終わったわ♫,NEUTRAL,0.4951
一気に大手ボカロPに向かって登り始めたゆこぴ氏,POSITIVE,0.7887
まさかのCMデビューしててテレビでびっくらこいた,POSITIVE,0.8262
シーフードヌードルのコラボCM見ました！良いCMだったけど、コメントできず、こっちきました(笑),NEUTRAL,0.7145
シーフードヌードルとまさかのコラボにびっくり,POSITIVE,0.8718
日清様が広告にしてて草,NEUTRAL,0.8516
日清もあんたもすげえよ,NEGATIVE,0.5256
日清とコラボしてて草生える,POSITIVE,0.7518
今初めて聞いた。ごちゃごちゃしてなくて良い。シンプルこそ至高。まるでpvの小学生が考えてそうな単純で分かりやすい歌詞に楽器がギター、ベース等ではなく小学生がよく使うリコーダー等なのも面白可愛くて良いまさにこういうのでいいんだよってやつ,POSITIVE,0.9875
シーフードヌードルのCMになりましたね、おめでとうございます。,POSITIVE,0.9807
日清がふざけだしたので戻ってきてしまった･･･,NEUTRAL,0.615
カップヌードルとコラボしてて草,NEUTRAL,0.6273
CMに起用されてて笑った,POSITIVE,0.9657
これが日清のシーフードヌードルのcmになるなんて誰が想像しただろうか,NEUTRAL,0.9157
ついに日清のCMに起用されるとは……,NEUTRAL,0.7882
おも、、、ろい,NEGATIVE,0.7811
案件おめでとうございます😢💛💛,POSITIVE,0.971
この子シーフードヌードル好きそう,POSITIVE,0.9191
まるまるCM起用された曲はボカロ界で初なのでは,NEUTRAL,0.7283
まさかの,NEUTRAL,0.8812
某作画キャベツ好き,POSITIVE,0.9322
カップヌードルから来た人挙手,NEUTRAL,0.7436
日清コラボすごすぎだろ,POSITIVE,0.9672
14年の時を経てユキちゃんが地上波でしっかり採用されるのが嬉しすぎる😂🎉大好き！,POSITIVE,0.9943
まさかカップヌードルのcmになるとは思わなかったw,NEUTRAL,0.9251
朗報日清コラボ,POSITIVE,0.8487
日清と頃模しててワロタ,NEUTRAL,0.8243
キャベツはやめろw,NEGATIVE,0.5936
大手案件おめでとうございます。日清さん相変わらずチャレンジ精神旺盛で草。自虐しつつ上手くアレンジしててフル版も観たくなりました。いつか観れると良いなぁ…。追記:30秒版は原作感更にアップしてて良き。イカ君の献身が身を結びますように…,POSITIVE,0.9698
なんかシーフードヌードル食いたくなってきたんだが…,NEUTRAL,0.6627
カスタネットカラスとオールバックイッヌが好き,POSITIVE,0.975
日清やると思ったわぁ,POSITIVE,0.5624
さすが日清w,NEUTRAL,0.8999
何気にユキちゃん初のコラボでは⁉︎,NEUTRAL,0.8304
夏！！シー！フー！ドオオオオト！！！！！！,POSITIVE,0.6221
カップヌードルシーフード味とのコラボCMが出たと聞いて朝からボカロ聞けて最高ですわ！ww,POSITIVE,0.9937
カップラーメンシーフードのコラボコマーシャルおめでとう！！,POSITIVE,0.9839
日清の企画会議で強風オールバックが流れたのを想像するとシュール企画した社員さん最高ｗ,POSITIVE,0.9831
カップヌードルコラボおめ,POSITIVE,0.535
シーフード！！,NEUTRAL,0.881
カプヌのCMから来ました🙋‍♀️,POSITIVE,0.5523
シーフードCMおめでとうございますww,POSITIVE,0.9855
クソかっこいいベースラインと絶妙に下手くそなリコーダーがたまらん,POSITIVE,0.5705
カップヌードルから来た,NEUTRAL,0.9311
日清のスピード感に脱帽,POSITIVE,0.8397
ついにカップヌードルまでwww,NEUTRAL,0.6764
ユキちゃんなのか！,NEUTRAL,0.8924
辛口シーフードカプヌCM観ました！！流石……！！(*´▽｀*),POSITIVE,0.9677
カップヌードルありがとう,POSITIVE,0.9721
カップヌードルのCMに強風オールバックが起用された件。,NEUTRAL,0.6246
まさかカプヌのCMになるとは…ボカロが世に認められて来てるのめっちゃ嬉しい,POSITIVE,0.9921
カップ○ードルのCM流れてきてびっくりしたwボカロ興味ない親が可愛いって言ってた,POSITIVE,0.7698
まだ、Youtubeにアップされていないcm、、、まさか、cmに出てくるとは思わなくて、朝飯吹いたw,NEUTRAL,0.5915
cmおめでとうございます,POSITIVE,0.947
塾遅刻して遅刻して終わったわ信号🔴赤で進めないなっぜ寸前でドアしまる？（電車のドア）↑の時点でもう遅刻あ～～～～～ーー熟遅刻して終わったたわしんごうあかですすめないなっぜ寸前でドア閉まるあーーー絶対に怒られ😢…飛ばして↓着いたと思い時計見たら10分遅れ、おわあーてたあ～～～～熟遅刻しておわったわ信号🔴赤で進めないなっぜ寸前でドア閉まるあ～～～～～ーーーーよーし言い訳わなににしよう？,NEGATIVE,0.9916
面白ーい,POSITIVE,0.9843
リコーダーふけるようになりました(^^)！,POSITIVE,0.9718
これは定期定期的に聞きたくなーる,POSITIVE,0.8118
風にふきとばされるのなんでやね,NEGATIVE,0.9062
強風注意報が出てる時に聞きたくなる曲No.1,POSITIVE,0.6089
ストーカーの唄の女の子みたいだなこの子。,NEUTRAL,0.8543
やさいですとれすはくな😂,POSITIVE,0.8475
リコーダーふくのへたすぎん😂,NEUTRAL,0.5306
なんかいおなくなりゆうねん😂,NEGATIVE,0.9317
こえがらがらすぎん😂,NEGATIVE,0.9937
ひとおおすぎてくさ😂,NEGATIVE,0.5013
はとはとどうゅうこと😂,NEUTRAL,0.9103
なんでじめんにもぐりたいねん😂,NEGATIVE,0.9751
なくなんないよ😂,NEGATIVE,0.9269
そとでてかってにおわんな😂,POSITIVE,0.4586
何？この独特な歌詞とメロディー！そして映像!!昨日初めて見てはまってしまった😆ハトの大乱闘に笑笑🤣天才現る。,POSITIVE,0.9368
2023年でも見てる人🙋,NEUTRAL,0.8316
髪型が崩れるって幸せなことなんやで…,POSITIVE,0.8973
流行り過ぎてからハマって聴きに来た,POSITIVE,0.8969
鳩の大乱闘って…見たことある…?,NEUTRAL,0.878
何度も見たくなるMV,POSITIVE,0.8031
これ……ブラック企業で働く人達を示唆してるんじゃあないか……例えば……少女はブラック企業で働く社員で風は上司の威圧で歌詞の「お亡くなり」とは過労4のことを指しており。また「天気は良いのに進めない」という歌詞これは…天気は気分のことを意味しておりそして進めないとは強風で進めないのではなく…自分の意思で進むことができないすなわち「気分はいいけど、やっぱり行きたくないな……」という意味だと思える……また「ハトハトハトハト大乱闘」の荒れている鳩の大群は満員電車に乗っている人達を指しており。そして曲に出てくる少女はランドセルとリコーダーという小学生の様な姿なのは過酷な労働環境で幼い頃を懐かしむ社員達を指しているんだと思う……多分………,NEUTRAL,0.6104
コメ開いたら無遅刻無勤コメは笑うて,NEUTRAL,0.5461
3500万回再生おめでと！🎉,POSITIVE,0.9585
風強すぎるのは確かに良くないね。,NEGATIVE,0.9879
この犬のぬいぐるみのプライズあったら1万までなら粘る自信あるてかグッズ作って下さい,POSITIVE,0.8198
超超超いい,POSITIVE,0.9933
ウチの娘が強風の日、某スプレーが仕事せんっておこ。車降りたとたんに『あ、前髪死んだ』っていう。お陰で前髪がスプレー剤でベトベトよw,NEGATIVE,0.7534
高校時代海辺の丘にあった私の高校。チャリで永遠続く上り坂。海からの向かい風で何回遅刻したことか。向かい風に負けました。ってHR途中で入っていくと先生も途中から向かい風かー？って理解しだした(諦められた),NEUTRAL,0.5366
この曲前に聞いたことあると思ったら前の強風オールバックを有名な人々に歌ってみたなど出され今流行ってるらしい😅(友達に聞きました),POSITIVE,0.619
凄い良い曲🎉,POSITIVE,0.9912
みんな再生数伸ばしてーーーーーーーーーー😢,POSITIVE,0.9359
あたかいのに,NEGATIVE,0.9685
松丸亮吾さんの謎解きの動画から来ました。,POSITIVE,0.7276
ほーみーずさんのもあるよ,NEUTRAL,0.9046
君は完璧で究極の強風オール,POSITIVE,0.9435
君は完璧で究極の強風オールバック,POSITIVE,0.9601
曲の中毒性はもちろん鳥たちが可愛すぎて定期的に見に来てしまう,POSITIVE,0.9719
300000000回数世界一🎉😢🎉,NEUTRAL,0.6303
Original最強最高RecordContrastGOLD目指せ！,POSITIVE,0.9876
強襲スキンヘッドから来た人✋🏻,NEUTRAL,0.6148
やりとりによるからオラハロはらこ，かはにのをあわ世を中からのんか逆らえふよ。まあ^_^やわかぬ😢山本😂の！いえのたらはの日はお祭り囃子が下モラさん連れてあ」、に、む「ねをねめ癒着しますんで！,POSITIVE,0.9005
助けてくれもう。1日中これが頭から離れなくて終わったわ。あ。,NEGATIVE,0.9757
7年間無遅刻無勤だったのに風遁快晴爆風くらって職場に「向かい風凄くて自転車が進みません」って電話したら上司に「車にしがみつけ」って言われた私の気持ち5人くらいには知ってほしい,NEGATIVE,0.9686
稼いだ瞬間終わったわ（住民税）景気悪いのに搾り取り金なさ過ぎてお亡くなり。天天天引きで納税fu○k,NEGATIVE,0.9465
みんなどんどん再生数を増やそう！😊,POSITIVE,0.9384
きゅうくらりん越した！！！,POSITIVE,0.9291
この曲のリズム好き,POSITIVE,0.9857
俺の場合[定期的的にゲーム中毒],NEGATIVE,0.6805
絵柄が可愛すぎて曲が入ってこない😂,POSITIVE,0.9265
ランキングに載らない神曲,POSITIVE,0.948
トトロのオープニング映像みたいで可愛い&懐かしい,POSITIVE,0.992
リコーダーでスキップしてるのかわいい😊,POSITIVE,0.9843
せんぷーきをつかってかたて、かぜのいめーじをしました,NEUTRAL,0.5246
面白い！,POSITIVE,0.9827
サビ入るとこの、あーー画作崩壊してて好き！,POSITIVE,0.9903
リコーダーかわいい,POSITIVE,0.9878
チャリ通してるんだけど、毎日オールバックや！私のための曲やと思ってる！,POSITIVE,0.9682
🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂⛵️🤩🤩👍👍👍👍👍👍👍👍👍👍😹😹😹😹😹😹😹😹😹😹😹😹🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀,POSITIVE,0.5765
リコーダーのこのしょうもなさがいいのよ,POSITIVE,0.9738
？？？「なんか、外出た瞬間終わったんですよね、あのー、天気はいいのに進めないんですよ。風が強すぎて、あの、僕ぅ、お亡くなりになられたんですよね。」,NEGATIVE,0.9908
ここまで最強な曲になるとは思わんかったな100万再生行って凄い！ってなるぐらいだと思ってたのに,POSITIVE,0.5276
キャベツはあの有名な作画崩壊のシーンですかね😂かわいい,POSITIVE,0.9885
ナニコレ,NEUTRAL,0.9379
出来るならやりたい、あ、登録しました！,POSITIVE,0.9878
このキャベツの作画…,NEUTRAL,0.909
ナッパから本家見に来ましたそこまでお亡くなり要素なかったですね,NEGATIVE,0.6333
,NEUTRAL,0.9457
1回以上は聞いてる人,NEUTRAL,0.9133
恐怖ウールバッグ私大好きいつもピアノ練習してる笑,NEUTRAL,0.751
唐突の丸キャベツは草,NEUTRAL,0.937
これ大好き,POSITIVE,0.994
苦労して作った髪型がオワオワリ,POSITIVE,0.9416
なにこれww超いいw,POSITIVE,0.9843
梅雨は『暴風大雨オールバック』だよ。,NEUTRAL,0.6001
まじ、風強すぎて前髪オールバックだわwまじ終わる,NEGATIVE,0.5296
これスクラッチで再現した,NEUTRAL,0.8891
こうゆうものもいいのじゃない外出た瞬間終わった天気はいいのに動けない汗かきすぎてお亡くなり定期定期的に地獄バック,NEGATIVE,0.9943
ボ～っと聞いてただけなのに、冒頭の歌詞の脳内浸透率の高いコト高いコト…気づけばソコだけ口ずさんでるし、定期的に聞きに来てる自分がいる。,NEUTRAL,0.7355
バックが黄色だと落ち着くのなんでだろう…,NEUTRAL,0.6895
お借りします,NEUTRAL,0.8332
職場の工場入った瞬間終わったわ(41.5度)って思いました。,NEGATIVE,0.6716
外出た瞬間終わったわ天気はいいのに暑すぎる温度やばくてお亡くなりteikitekitekinに引きこもろう,NEGATIVE,0.7986
なんかすごい中毒性があるわ,NEGATIVE,0.764
こんなに心掴まれて共感できる歌詞なのに「ただ風が強くて萎えるだけの歌」って評価されてるの泣ける,NEGATIVE,0.9448
歌ハマります❤️毎日聴いてる🎵,POSITIVE,0.942
外出た瞬間ohwhatawar,POSITIVE,0.5803
なんでこんなのが流行ったんだ？,NEUTRAL,0.9131
みんなどんどん聞きまくれ！！！！！！,POSITIVE,0.9501
ハトの大乱闘で吹いたw🐦,NEUTRAL,0.6778
徹底的にオールバック＼(^o^)／,POSITIVE,0.7862
この曲のRemixとかbootleg聴きまくってる,POSITIVE,0.7929
無表情な顔ですが、私にとってはその顔がとても可愛くてキャラクターの容姿に合っていました。,POSITIVE,0.9626
今年の大ヒットソングは、アイドルとこれで決まりだな。,POSITIVE,0.951
目指せ100000000回再生,POSITIVE,0.9321
ボカロ曲特有の「強い」詞は健在ですね。,POSITIVE,0.9337
リコーダー買お,POSITIVE,0.7609
一曲聴き終わる頃にはリコーダーの音を欲する自分がいる,POSITIVE,0.8191
