level_0,index,label,text,score
2034,2316,1,けしていい歌では無いけどなんか頭に残る、何度も聴きたくなっちゃう歌だな😂,0.906
4619,5145,1,イラストかわいい、リズム最高天才か？,0.9185
2314,2600,1,㊗️1600万回再生！！！,0.9804
4033,4536,1,キャラが可愛いですねぇ〜,0.9854
3177,3500,0,これなんかイジられてんのクソワロタ,0.9857
5549,6107,1,間奏の作画崩壊キャベツ好き,0.9549
2935,3245,0,ちょっとみんな考察の力衰えたんちゃうか?この曲の強風は爆弾による強風を表してんねん。何故かというと地下に潜りたいとあるから。はい。,0.9567
6198,6790,0,絵描いてる身からするとおっかない,0.9857
1446,1688,1,標準でもそんな早くないのに一番遅くするとめっちゃおもろい😂,0.8048
989,1208,0,このコード進行使われ過ぎてもう真新しさもキャッチーさも無いな,0.5655
521,632,0,3647万回強風に吹かれてお亡くなりになった女の子,0.9279
4863,5393,1,本当に今その通り過ぎてオールバックになって死んだからこの音楽聞きながら歩いてたらだんだん気持ちが楽しくなった。,0.989
5505,6060,0,リコーダーあるある強く吹きすぎると変な音でるポわァァ⤴︎⤵︎⤴︎,0.7928
7136,7867,1,えげつない勢いで伸びてキター！,0.9877
7167,7898,1,リコーダーのところの中毒性やばいw,0.9922
6549,7259,0,そっか…「キャベツ検定」のネタはもう古いか…,0.7474
4029,4532,1,リコーダーﾌﾞｫｰ⤴てなるの納得www,0.6515
1234,1471,0,なんか作画崩壊キャベツ思い出したわ笑,0.568
7394,8127,1,こんな感じのゆるっゆるな感じな曲も好き,0.9806
6594,7308,0,あかん時間溶ける,0.9826
2186,2469,0,この曲聞いて思い出したんでコメントします！うちで飼ってるチワワと散歩に行ってて、その日は台風が近づいてる日で暴風の中少しだけ散歩をしました。すると突然の突風、その瞬間チワワの身体が宙に浮いたのです。こりゃダメだと思いすぐ引き返し家族、友達にその話をしても誰も信じてくれません。,0.4792
206,294,1,4000万回突破おめでとうございます🎉これからもたくさん聴いてリピします！！,0.9933
7251,7982,1,なにこの謎の中毒性毎日聞いてしまうのだけど,0.7074
5184,5733,0,今日風強すぎて頭の中で流れてる,0.8432
7169,7900,1,中毒性やばい,0.9915
6996,7723,1,なにもかも愛おしい､､､,0.9066
1607,1850,0,あー、今現在2023年6月2日、私は強風オールバックしております,0.9111
2347,2633,0,今まで聞いたボカロで1番聞き取りにくかった,0.9721
237,329,1,最近は色んなのあるけどやっぱり本家に戻ってくる,0.7373
291,383,1,余りにも可愛い過ぎる、、、そしてヤシガニ、、、,0.4442
4734,5260,1,作画崩壊した伝説キャベツ君がいて笑ったわww,0.8078
1252,1489,0,何がヒットするかわからない世の中,0.9598
4727,5253,1,この曲は歌みたじゃなくて本家が志向,0.697
4989,5520,1,髪質が軽くて定期的にオールバックどころか定期的に桃太郎(前髪パッカー)になるので歌詞に凄く共感しました！,0.9809
7721,8455,1,アニメーションも歌詞もかわいいし共感できる、さいこうだ,0.9886
7613,8347,1,なんか、良い。来てる曲なんかな？,0.947
7104,7835,0,1:10のやつキャベツって認識した俺も終わったわ,0.7001
2425,2713,1,分かりみが深すぎる曲,0.4939
1596,1839,0,風が強すぎて自転車が進まなさすぎた時はさすがに風に向かってキレて叫んだわ,0.9579
3815,4309,0,ボカロ感たまんない,0.7212
6817,7540,1,受験勉強中に不安になったときに定期的に聞いてる。なんか胸のもやもやがすぅーって薄まる感じがしてすっごい好きw,0.986
7781,8515,1,この人達(Pさんも絵師さんも)は今後、ゆるボカロ界を担うぞ！絶対！,0.9874
4522,5048,1,カスタネットをカツカツ突いてるカラスかわいくてすき,0.9907
1074,1306,1,2023年6月24日17時50分3000万回再生突破。,0.8099
6085,6672,0,オールバックが○ッズパークにしか聴こえなくなってしまった…,0.9878
7891,8627,1,リズム感抜群なアニメーション好き♪,0.9905
6273,6869,1,途中の、あ〜…！のところ好き過ぎる,0.9906
5126,5674,1,まじで伸びエグすぎ,0.8659
1966,2246,0,ボーカロイドは仕事を選べない,0.8913
5510,6065,1,そのリコーダー後でもらうよ,0.8727
2626,2930,0,ああ,0.8257
2900,3210,1,2分の曲とは思えない満足感が得られる,0.9752
6399,7013,1,かわいいかわいいかわいいかわいい！,0.9697
6859,7583,1,やばい中毒性やばい,0.9887
5845,6430,1,リコーダーパート好きすぎます！,0.9896
1829,2075,1,この音楽いいですね！たまに聞いてます。,0.9873
1881,2131,1,頭空っぽになれるボカロだいすきだから聴けて嬉しいしかわいくて癒される,0.9932
2080,2362,1,今ハマりはじめた遅くないよね？,0.5662
1699,1944,1,この曲をニコニコ動画でやって欲しかったなぁ、そっちの方が好き,0.9575
7460,8194,1,強風の日に自転車で坂道下ってみ。飛ぶぞ(髪が),0.8131
5439,5993,1,歌もアニメーションも最高のMV!リコーダーパートには中毒性がある…,0.9807
6423,7040,1,正直めっちゃカラスすきリコーダー吹いてる女の子も最高😂この曲とイラストのなんとも言えない感がすき過ぎる,0.9905
3938,4439,1,リコーダー小学生の頃から最近までまじで吹けないおバカの民だったけどこの歌に合わせて吹きたいが為だけに買って練習した。吹けるようになった(@_@),0.979
3040,3352,0,誰がどう聞いてもアホさしか感じられないことを当人は至ってクソ真面目に話してる(歌ってる)姿って、平和そのものなのに心に来るものがあるのは何故なんだろうね。,0.8487
6079,6666,1,リコーダーのふわふわした感じ好き,0.9878
5579,6142,1,「地下に潜りたいな」「座りたいな」……でたっぷり溜めておいて「……って思いました」に着地するの中身のない読書感想文みたいで本当にすき,0.9872
751,962,1,何度も見たくなるMV,0.8031
1755,2000,0,最近、群馬の空っ風吹かないな(O.O;)(oo;),0.6574
3857,4356,1,なんか落ち着く実家のような安心感,0.9629
6406,7020,1,逆に、ここから歌詞をどう深読みしていくかが腕の見せどころなんだよね,0.567
2613,2916,0,冬の群馬県民学生の心の嘆きの歌,0.8902
3249,3581,0,シークバーも徐々に押し戻されとるやん風止んで1番左行けても何回も何回も強風に吹かれとるやん,0.9896
1623,1866,0,リアルに風強すぎて傘がお亡くなりに。今こそコメントすべきだとここへ来た私。6/2台風はクソ。,0.9827
33,40,1,0:56のあーが狂うほど好き,0.9566
229,321,0,毎日、歌ってルくらい中毒です❤,0.7364
1572,1815,0,職場で頭の中延々これだったわ,0.745
4465,4987,1,リコーダーのとこ好きすぎる,0.9896
5359,5911,1,これ投稿された2分後におすすめに出てきて、その時は何となく聞いてたけどバズって古参アピしとけば良かったと思う今日この頃(),0.9285
6656,7373,0,作画崩壊キャベツ,0.8945
255,347,1,なんだろう、懐かしいような新しいような。頭から離れない😂,0.4817
1629,1872,0,台風だよ,0.8201
66,80,0,台風6号,0.9001
4041,4544,1,鳩の大乱闘意味わからなさ過ぎて好きｗｗｗ,0.9881
5133,5681,1,久しぶりに聴きに来たらに、293万回再生！？！？？頭可笑しい伸び具合だなすげぇよやっぱ...こうやってまた見に来てるしな,0.9674
5575,6138,1,伸びる伸びる再生数！これは300万再生いくか〜,0.9669
1290,1527,0,彼女にセフレバレて終わったわ,0.9726
843,1060,1,プロセカに応募しましょう！,0.97
5988,6574,1,あらゐけいいち感あってほっこりする,0.8323
48,58,1,ヤシの木見たら、こっちもまた見たくなるんだよな,0.7529
7546,8280,1,中毒性高すぎてお亡くなり,0.993
2580,2879,1,地下に潜りたいなって思いましたのとこのよくわからん間だいすき,0.9662
5083,5625,0,何言ってるか分からないです私は日本語がわかるのですがこれは分かりません,0.9007
2502,2801,1,間奏でリコーダー入れてるの意識高い小学生女子が強風にやられるの強調されてて好きｗしかも絶妙に音が外れてるところが出るのがほんとにめっちゃ好き。＜要約、この曲全部好きｗ,0.9895
3591,4072,0,1:11ここの奴なんかのアニメの放送事故らしい。,0.8608
5012,5545,0,ただの緑の球体なのに何故キャベツと認識出来てしまうんだ…,0.9762
1955,2235,1,オッズパークのcm来さう,0.5159
1204,1441,1,ロブロックスでもあるよ！,0.8271
1613,1856,1,ピッタリなので来た,0.9247
5027,5560,1,かの伝説のキャベツが出てきて即刻好きになったわ,0.9867
1552,1794,1,この何気ない日常のワンシーンを切り取った感じすこすこのすこ,0.8657
1995,2276,1,これは天才ですｗ,0.9622
5024,5557,1,曲聴いた瞬間ハマったわ,0.9801
85,113,0,暇だったから見たら、弟が隣にいテ、その後…「これ面白い」って言われて、ハ？って思った。ソレカラ、とっても、騒がしくなりました(^-^)(うん、うるさいな^^),0.7216
5558,6119,0,中毒性よ,0.9431
4872,5402,0,1:11のとこ見覚えのある作画崩壊キャベツが､､､,0.5251
4122,4626,0,やろうと思えばいくらでも歌詞の深読み(曲解と偏見の煮こごり)できるけど、そんなの無粋だよな。,0.5382
1846,2093,0,な、なぜだ……な、何故笑ってしまうんだ…何がつぼったんだ…クフフフフ……,0.6925
3908,4409,1,絵がとにかく可愛い,0.9924
6667,7384,1,YouTubeさんよぉ何回おすすめにこれ出すんだよ最高だよ,0.9894
7086,7817,1,伝説のキャベツでこの動画が大好きになりました,0.9849
3175,3497,1,イラストかわいい,0.9918
1470,1712,0,ハト強すぎてお亡くなり,0.9815
6319,6925,1,歌詞繰り返し多いのに飽きないしむしろ癖になる…ｯ！ずっとサビみたいな感覚大好きですわぁ…！,0.9817
4919,5450,1,なんか既視感あるなと思ったら私の歯医者さんの方だったw好き,0.9171
6307,6908,1,絵がかわいい,0.9888
6969,7696,1,0:53ハトハトハト大乱闘好きすぎる,0.9731
1706,1951,1,ここまでた行が気持ちいい曲は初めて,0.9362
2945,3255,0,なんかあなたのせいですに似て非なるものをもってる,0.9409
1766,2011,0,キャベツ検定不合格,0.7903
1535,1777,0,こーゆー曲流行ってるから作ってる感じ？強風の前から聴いてたけど(夏に咲くとか)ぜんぜん雰囲気違ったし誰かに真似して作ってる感が半端ない...残念,0.9885
3341,3707,0,すべあなかいわいなんだって、あなすべがせめられるのになんでせめられないんだ。。。みんなわかってるの,0.9713
1269,1506,0,1:11ダメだ作画崩壊のキャベツしか思いうかばない,0.9659
3753,4242,0,これ全力で考察してるけどやっぱ風強いことしかわからんのおもろい,0.9373
1396,1637,1,この音楽すき❤,0.9916
6275,6871,1,なんやこれ感が癖になって好きw,0.9849
818,1035,0,リコーダーの箇所が「超サイヤ人だ孫悟空」の悟飯の口笛にしか聞こえなくなったわ,0.8194
7021,7749,0,正直自転車で毎回向かい風だからこれめっちゃ分かるし悲しくなるし惨めになる,0.9953
2683,2987,1,後ろの方でﾄﾞｩﾙﾙﾙみたいになってるやつがとてもいい,0.7394
4894,5424,0,あんまりみんな触れてないけど作画崩壊キャベツ叩き切ってるのすこ,0.554
251,343,1,1:11から雰囲気好き,0.9702
2558,2857,1,風強い日に聴きたい曲出来て嬉しい,0.9937
5760,6342,1,なんかカラオケで歌いたいなって思いました,0.8903
4935,5466,1,謎に聞き返したくなる中毒性があって好き,0.9888
7716,8450,0,僕が先に好きだったのに…,0.9808
7369,8102,0,この緩さがめっちゃ癖になるわ,0.6724
2508,2807,0,え、まって考察してたらやばいこと気づいちゃった....外出たら風が強すぎてオールバックになっちゃったってこと!?今震えてる....,0.8328
4497,5023,1,なんやこれ。だいすき。,0.9906
7430,8163,1,弾むようなビートが好きです,0.9724
210,302,0,群馬県平野部の冬だとからっ風が強くて通学通勤時にこういう状態になりますね。,0.9222
566,681,0,ぶん殴りたい面構え,0.8566
6960,7687,1,アップロードされた日からずっと聴いてる…めちゃくちゃハマってるわ,0.9836
5281,5830,0,Amazonmusicで聞きたいんだけど配信してないんだか出てこない,0.8681
4191,4695,1,Yukopiさんの動画Undertaleの頃から見てる古参だからこんなに伸びてくれて嬉しい...,0.9934
1181,1417,1,可愛い,0.9908
4402,4910,1,リコーダーめっちゃ好きなんやけどwwwwww,0.9786
1300,1537,1,中毒性凄くて定期定期的に聴きたくなる,0.4277
7311,8042,1,簡潔で可愛くていいね！,0.988
2027,2309,1,何も考えずに聞ける曲,0.8989
779,995,0,？？？「なんか、外出た瞬間終わったんですよね、あのー、天気はいいのに進めないんですよ。風が強すぎて、あの、僕ぅ、お亡くなりになられたんですよね。」,0.9908
71,87,0,なんでこの曲が流行ってるのかわからない。。ボカロにしても歌詞がいいとか作曲がいいとかでバズるならわかるけどこの曲にそのどっちもないじゃん。まじで謎すぎ,0.5365
2518,2817,1,遺影でとんでもなく笑えたwwwwwwwwww,0.9581
2241,2525,1,この曲おすすめに流れてきてコメ欄見てから知ったけどボカロって考察しがいがあったりエモいもんなの初めて知った。,0.7473
4906,5436,1,これはすげぇ…某ブロコリに感謝しなくては,0.7489
4112,4616,1,ユキちゃん使ってるボカロPさん少ないから是非これからも使って欲しい…！！！,0.9186
1888,2140,0,あぁ～ん風で前髪が崩れちゃうぅ♡,0.89
7861,8597,1,キャベツ検定特別合格,0.8058
6250,6846,1,すごい伸び方しててすき,0.9925
635,760,0,うぽつ,0.7955
6360,6968,1,カスタネット鳴らしてるカラスかわいい,0.9834
3329,3691,0,私の歯医者さんもカオス見て欲しい,0.6334
3653,4140,1,女の子の足の起動がパウエルと一緒でこの子も足速いんやろうなと,0.8912
6064,6651,1,進めない状況下でリコーダーを吹きこなすユキちゃん好き,0.9886
621,743,0,止まらない強風オールバック,0.7485
320,413,1,この十年人生を過ごせば考えられそう感がすごい好きw,0.9866
142,190,1,10回以上再生しちゃってる中毒者、正直に🙋‍♀️,0.9668
6692,7409,1,バカっぽいリコーダーめちゃ好き,0.9684
3574,4054,1,1:24かわいいw,0.6753
648,776,1,風がほしい季節になったね,0.548
3943,4444,1,最近キメキメの曲ばっかだったからこういうゆるゆるした曲求めてた。好きです,0.9857
5571,6134,1,MVの動物？達かわいい,0.9885
1473,1715,0,すげえ,0.8664
1385,1625,1,うたは面白いですとよいwwww,0.9834
5783,6366,1,リコーダー吹いてるときの右端にいる色違いのハトが、トライアングル叩いてるのが個人的に好き,0.9862
2184,2467,1,この人の動画遡ってるとすごい。一回ドカンと伸びてその後再生数少なくなってるのにめげずに続けて再ブレイク！続けるって本当大事なんだなって思った。,0.9846
1506,1748,1,@幼っ子の横っ面全力ビンタ委員会またコメントお願いします!,0.6262
3232,3560,0,逆翻訳のとこから来たけどこっちはこっちで中々意味分からんな,0.9899
1664,1907,1,無限に聞いちゃうし、聞いてない時も頭の中で永遠に流れてる🤣,0.9029
5960,6545,0,数日前に見つけてそれから1日1回は聞かないとダメな体になった,0.9673
980,1199,0,なんなんこれ気持ち悪い,0.9931
5865,6450,0,個人的には風より花粉がつらいです。特に今年は。外出た瞬間終わったわ鼻水ダラダラ目も痒い花粉凄すぎてお亡くなり定期定期的にスプラッシュって感じになってます。,0.9894
2504,2803,0,この曲のカバー動画を数々観たけど、ほぼ全部で1サビ、3サビのメロディーが違っているのが、定期的に聞いているだけにすごくモヤッとする,0.8107
3822,4316,0,0.75倍速のゆったりとしたリズムすき,0.9736
4707,5233,1,こういうの考えれる人本当にすごい、尊敬しかないですよ…,0.9186
5330,5879,1,カスタネットとトライアングル務めてる奴ら愛おしい,0.9823
7248,7979,0,どうしようもなく淡々と進んでくのとゆるっゆるな歌詞とイラストがほんとにすき転がるいっぬ、大乱闘ハト、カスタネットを叩くカラス、虚無開封ウーパールーパー、オールバック少女。せっかく綺麗に整えたのにドア開けた瞬間前髪持ってかれるよね,0.9319
5018,5551,1,自分、チャリ通だからこの曲にすごく共感してしまった、、、ユキちゃんもっと有名になって欲しい,0.8995
983,1202,1,歌詞の内容ｽｯｶﾗｶﾝでこんなに小学2年生の作文みたいな曲なのに中毒性すごすぎる,0.5845
5797,6380,1,共感しかなくて草w,0.6738
7381,8114,0,1:11キャベツ検定不合格,0.5176
3731,4218,0,今日まさに強風オールバック状態だった(),0.6962
4929,5460,1,カスタネット突く烏が可愛い(*'▽'*),0.9448
7452,8185,1,リコーダーがいい味出してる,0.9814
757,969,1,凄い良い曲🎉,0.9912
6961,7688,1,今のうちにこの曲の古参ヅラしとこ、これから応援します!,0.9849
2922,3232,1,同じテーマでGPT-4に作詞させた結果↓(ヴァース1)風が吹いて、街を歩く、髪が舞って、オールバックになる。青い空に、雲が流れて、僕の気持ちは、どこに向かうのだろう。(コーラス)強すぎる風、髪を吹き乱す、僕の心も乱れてゆく。でも君がいれば、その笑顔があれば、どんな風でも、乗り越えてゆけるよ。(ヴァース2)鏡を見て、髪を整える、でも風はまた、僕をからかう。嵐のような、この日々でも、君となら、笑っていられるよ。(リピートコーラス)強すぎる風、髪を吹き乱す、僕の心も乱れてゆく。でも君がいれば、その笑顔があれば、どんな風でも、乗り越えてゆけるよ。(ブリッジ)風が強くても、髪が乱れても、僕らの心は、ひとつだから。どんな嵐でも、君となら、笑顔でいられる、それがすべてさ。(ファイナルコーラス)強すぎる風、髪を吹き乱す、僕の心も乱れてゆく。でも君がいれば、その笑顔があれば、どんな風でも、乗り越えてゆけるよ。(アウトロ)だから風よ、もっと強く吹け、僕の髪を、オールバックにしてよ。君がいるから、笑顔があるから、どんな風でも、僕は歩いてゆく。,0.816
2319,2605,0,なぜ、これこんな流行ってるんや,0.4981
45,55,1,オールバックめっちゃ好き❤,0.9903
5660,6241,1,リコーダーがかわいい,0.9862
5649,6227,1,え、公開されてまだ2週間だよね、もう200万いきそうなの凄いな！！リコーダー吹くの好きです(●︎´▽︎`●︎),0.9888
3673,4160,1,風が強くて前髪が崩れるのをオールバックで表現してるの最高すぎます😭😭,0.978
3052,3364,0,昨日雨でも半袖の人たくさんいたから今日から半袖デビューしたら風強すぎてみんな長袖だったので世の中上手くいかないな,0.983
5625,6203,1,MVとかゆるゆるで大好きです,0.9911
1619,1862,1,このちょっと下手な感じのリコーダーが好きすぎて何回も聴きにくる,0.9729
3871,4370,1,ほんとに単純なことしか言ってなくて大好き,0.9915
3982,4484,1,全く、小学生は最高だぜ！！,0.9904
4779,5309,1,ニコニコの頃のボーカロイドは、神曲が来てジワジワ伸びて、勝手に作ったPVが神PVで爆発する、っていうのをいくつも見てきたけど、たまにあるんだわ。こういう最初から用意された曲もPVも神で初出が完全体のタイプ。これはもう手が出せん。完成してる。,0.7305
6596,7310,0,切ったキャベツ、某アニメの作画崩壊のやつだ😂😂,0.8901
4942,5473,1,中毒性やばいですね！定期的に聞きに来たくなります(ｰ̀֊ｰ́)و歌詞めっちゃ共感しました(˶'ᵕ'˶),0.9764
918,1137,0,外でた瞬間に進めない↓男性の性的ないやらしい目線に耐えられなくて進めないつまり風って言うのは男性の性的な欲求を暗示してる？オールバックっていうのは髪の毛だけでなく服も丸裸にされて見られてしまうことの暗示ではつまりこの歌は性被害にあった女児の心情を歌った歌であると推察される,0.5646
7776,8510,0,風強すぎて進めないユキちゃん集0:080:080:080:080:081:051:051:051:051:051:331:331:331:331:331:471:471:471:471:47,0.781
2401,2688,0,チャリ通学で他県入った瞬間に雨止んで1人だけカッパきてる悲しい状況の歌作って欲しい,0.9631
848,1065,1,歌が面白すぎ！(^-^)(>_<),0.991
3866,4365,1,鳩のやつ好きwww,0.9886
755,967,0,ウチの娘が強風の日、某スプレーが仕事せんっておこ。車降りたとたんに『あ、前髪死んだ』っていう。お陰で前髪がスプレー剤でベトベトよw,0.7534
6993,7720,1,1時間前にみてまた戻ってきたけど再生回数が1万増えてた笑,0.8098
6213,6806,1,ヘンテコなリコーダー音好き,0.9793
2946,3256,1,単刀直入にすぐに歌が始まるのがよき,0.9431
5858,6443,1,なんか全部可愛いwwwカラオケ入って欲しいww,0.9874
7226,7957,1,雨にも負けず、風にも負けず、私は学校に行くわ,0.9553
4450,4960,0,この曲アップされて10分後くらいにおすすめに出てきてたんだけど、その時見逃したの後悔してる,0.9775
1295,1532,1,Spotifyにもこの曲入れて欲しいぃ！,0.9812
6276,6872,1,コメント欄！コミュニティにイラストあるから見に行け！！,0.9716
3206,3532,1,マジかよもう1000万再生いったのかやっぱこういう平和なの望まれてたんやなって,0.6357
5691,6272,0,動画が伸びてることは凄くいいことなんだけど、この、自分だけが知ってる秘密基地が別の人に取られた感覚はなんなんだろう,0.933
1556,1798,1,どこにサビがあるのか途中で分からなくなる感じ、絶妙にどうでもいい歌詞、可愛いカツラを被った小学生、どう頑張ってもでてしまうリコーダーのﾋﾟｭｰ音、謎の中毒性…ハトだね,0.8496
7738,8472,1,はじめて歌愛ユキの姿見ましたワ…カァイイねぇ☺,0.9876
5168,5717,1,1:57の虚無も好きすぎる,0.9812
4821,5351,1,読めるぞ、近々これの音MAD量産される奴だろ,0.7369
2051,2333,0,空っ風群馬県民の歌やんこんなん。学生時代、登校で自転車進めなすぎて何回諦めて帰った事か…(逆に下校は漕がなくても帰れる),0.5452
7661,8395,1,ド屑と交互に聴くと自分の中のユキちゃんの概念がぐらつくのでおすすめ,0.965
5485,6040,0,癖になっちゃった,0.6773
1115,1351,0,なぜか今ドハマリ中癖になる歌詞とテンポ,0.5115
6557,7268,1,あと五万！,0.6797
4852,5382,1,リコーダーの音が懐かしいような間抜けなような感じで好きwww,0.9831
75,93,1,これはいいボカロですねぇ,0.9824
746,956,0,なんでじめんにもぐりたいねん😂,0.9751
2577,2876,1,この動画一本だけでどんだけ稼いだのか気になる,0.6352
926,1145,0,色々深読みしようと頑張ってたら概要欄の「風が強かった時のことです」の一言で深読みしてたのが馬鹿らしくなった,0.9773
2086,2368,1,この絵ほんと好き,0.9922
5648,6226,0,天気の善し悪しで通勤、通学の時かなりメンタル左右されるよね,0.933
468,574,0,キャベツネタに反応するインターネット老人少なくて泣いた,0.4842
4496,5022,1,風強い日に聞くと仲間がいるように感じれる神曲,0.9666
3565,4045,0,学校いきたくなーい,0.5583
1160,1396,0,強風での中でリコーダー吹いたら鳴り散らかりそう,0.963
4386,4893,1,リコーダー好きすぎて無限に見てる,0.9747
4361,4868,0,まんま同じことが起こった。,0.5972
6398,7011,0,キャベツ作画ってもうオワコン…なの！？,0.7693
3977,4478,0,風が強いのとオールバックだけで曲できてて草を林ざるを得ない,0.6597
729,930,1,カスタネットカラスとオールバックイッヌが好き,0.975
2757,3063,1,キモいくらい中毒性あるわｗそして少し狂気も感じるｗ,0.9346
6840,7564,1,ユキちゃんの半目がすこすぎる,0.9634
7579,8313,1,キャベツすき,0.9842
3393,3810,1,普通に好き,0.9134
7818,8553,1,歌詞に共感した,0.8706
2183,2466,0,ベースクソ気持ちええ,0.9814
2289,2575,0,からすまから😮,0.554
2432,2720,1,自分があまり褒められた人間じゃないので、下手に心情に語りかけるような曲よりこういう曲の方が好きって気づかされた,0.5505
2246,2530,1,ゆこびさんの歌とイラストが大好きになりました！！💕,0.9916
4688,5214,1,メロディーと動画の中毒性にご注意下さい(笑,0.8864
4199,4703,0,作画崩壊キャベツ切ってて草,0.4906
558,671,1,日本のアニメーターにはこのようなエンディングアニメーションを作れるような人が必要,0.5539
7541,8275,1,繰り返しても飽きないテンポでノリがとてもいいので癒しの時間ずっと聞いてます！良い！,0.9943
2873,3182,1,なんやこれ笑,0.8959
6201,6793,0,なんか癖になる,0.9746
2433,2721,1,自転車登校で共感するwww,0.8668
3510,3989,1,リコーダーが好きすぎる,0.986
7378,8111,0,自転車漕いでると、行きも帰りもなぜか向かい風で前髪がお亡くなりになるな…,0.9879
7653,8387,1,ユキちゃん可愛いし、白い犬なのか猫なのかよくわからないのも可愛いし、何より曲がいい！伸びろ！！！！そしてカラオケで歌いたいいいいい！,0.9934
3858,4357,0,ほんとこの曲癖になる🤣,0.5905
7610,8344,1,リズムが耳に残り、アニメション可愛くて、歌詞の語彙力低くて好き。ユキちゃんも可愛くて全てが神。1:39の横からジト目で出てくるユキちゃん好きすぎる,0.992
1169,1405,0,洋楽かと思ってましたすいません🙏,0.9359
5151,5700,1,今日この歌を聴きながら登校したところ、私もオールバックになりました。,0.5192
403,501,1,俺が小学生なら間違いなくリコーダーソロをコピーする。なんなら今から笛買ってくる。,0.9211
6929,7655,1,神！！！！,0.9815
2449,2738,1,この曲はとても良くて何度も繰り返し聴きます！ゆこぴさん、ありがとう！,0.9916
4696,5222,1,可愛い,0.9908
1129,1365,0,ホントたまに聞いても何度聞いてもノレるんすよね(˙꒳​˙)ｽｹﾞｪて、もうすぐ3000万再生?!Σ(˙꒳​˙;)ﾔﾍﾞｪ,0.7616
5305,5854,1,特に脈絡のない作画崩壊キャベツカットすき,0.9832
49,59,1,今年中に5000万再生行ってまた新記録だしてくれ！！,0.9837
539,651,1,まさかCMにまでなってたとは驚きwww,0.6649
2448,2737,1,0:39とか間が長いのが面白い,0.8283
4230,4734,1,考察してみろ感大好き,0.9917
2016,2298,1,全体的にかわいい,0.9875
810,1027,0,これがミニマムの恐ろしさか…,0.7599
4277,4783,0,このリズムどっかで聞いたことあるようなないような気がする,0.6845
2167,2450,0,あと、ワックス付けた後とかも修正が面倒い。トイレから出たくない。,0.9935
1937,2216,1,外出た瞬間終わったわ気分悪いのに気持ちいい勢い強すぎてお亡くなり定期定期定期にマスターベーション,0.8901
2808,3115,1,推しが歌っていたので聴いてみました！本家もやっぱり良いですね！,0.9929
7100,7831,1,今日(3/25)だけで五回もみに来てしもた。中毒性高くねぇ？,0.9002
5894,6479,1,キャベツを真っ二つに一回でできるの尊敬…！！,0.951
7519,8253,1,伝説の球体キャベツ…！！,0.7603
6638,7353,0,まじこれは全女子の悩みだと思う時間かけて前髪セットしても家出た瞬間その努力無くなるのほんとに虚無ww定期的にオールバックの女子が朝教室で大量発生するんよね,0.977
1654,1897,0,もうすぐ台風2号来るよ,0.9756
1244,1481,1,リコーダーは上手くなってないとこあるのにベースくそかっこいいな,0.9804
6050,6636,1,リコーダー吹きながらスキップしてるの可愛すぎるし平和すぎて笑えてくるジワジワ元気でてくるいい曲だ,0.9933
2705,3010,1,なんやろね好き😊,0.9866
6122,6709,0,こんなクソみたいな曲が流行る時代よ,0.8077
4000,4503,1,ラブマツ結構しっかりリコーダーのところ再現できてたんだな,0.5237
5719,6300,1,定期的にオールバックになってるのを定期的に聴きたい私たち,0.8932
986,1205,0,外出た瞬間､終わったわ??ハッハー!!天気は良いのに進めないハッハー,0.4023
2410,2697,0,こんなに再生数の伸び凄いのに人気のミュージックビデオトップ100に入らないのマジで謎なんだか‥,0.9874
1162,1398,0,あかさ、多ナマや♥️,0.9425
1064,1290,1,天皇陛下万歳ーーーーー,0.8863
2320,2606,1,間奏のリズム天国感が好き,0.9849
804,1021,1,とても良い音楽でした、ありがとう,0.9917
2952,3262,0,2分間も風が強いことに文句言い続けてる,0.6894
5639,6217,1,未だにいじられるキャベツ君すこ,0.8688
3032,3343,0,まさに……今日の群馬県かなり強風です😢帽子👒が飛んで……大変でした😢この動画と音楽に👍⤴️をおしまっせ👊,0.8249
6891,7615,0,1:12これ絶対作画崩壊キャベツパロだろ,0.9742
7141,7872,1,中毒性ありすぎだろ...,0.9883
4547,5073,1,とってもかわいくて楽しい曲♪がんばって耳コピして、ついなちゃんうたでDTMさせていただきました。よかったらみにきてください,0.9912
7066,7797,0,てちてちあるいてる白いもけもけすき,0.4006
642,770,0,外暑すぎてお亡くなり,0.9918
3179,3502,0,家海沿いにあるんだけど、冬場は天気よくても風クソ強すぎて出れんけんマジ共感,0.9863
3596,4080,0,オールバック対策にフード被ってる,0.5069
7868,8604,1,プリキュアクオリティキャベツ大好き,0.9889
191,269,1,4008万回再生おめでとうございますそのうち100回は自分ですカスタネット担当が好きです,0.9786
161,226,1,すごい,0.73
5935,6520,1,1日に3回オススメに出てくるので1日あたり5回聴いてます,0.5835
1902,2159,1,2000万再生おめでとうございます！🎉最近狂ったように聞いてます😊,0.7567
1603,1846,1,ピッとめのそん♪めのそん♪めのそで♪ピッとめのそん♪めのそん♪めのそで♪,0.956
6084,6671,1,聴いた瞬間いいなって思いました,0.9863
7474,8208,1,この人曲もアニメも作れるの強すぎるだろ…,0.8446
4145,4649,1,風強スギィ！！！！,0.9609
5373,5925,0,そういやこの曲前奏一切ないな,0.6197
7279,8010,1,小学生の作文みたいで好き,0.9903
