text,label,score
ニャンコのショート動画から来たんだけどもう好き,POSITIVE,0.9753
強風オールバック,NEGATIVE,0.8415
こんぐらいシンプルでいいんだよな,NEUTRAL,0.8597
自転車通学の歌だなこれ。,NEUTRAL,0.7305
,NEUTRAL,0.9457
トライアングル鳴らすハトも，1:18で踊るカラスとハトも裏拍でノッてるの好きすぎる,POSITIVE,0.9891
1:57急に虚無ルーパー出てきて笑ったw,POSITIVE,0.7708
なんだろうこの昔のアニメのOP感,NEUTRAL,0.5924
LINEミュージックない,NEGATIVE,0.71
なんか癖なってしまうの俺だけ？😮,NEGATIVE,0.8787
すごいです！！🥰Ilovethissong,POSITIVE,0.9906
気がついたらもう20回見てたけどなんで人気が出たのか分からない。もう一回見よっと,NEGATIVE,0.6893
定期定期的に聞きに来る,NEUTRAL,0.6284
間奏ピタゴラスイッチみたいで好き,POSITIVE,0.9872
ハトハトハトハト大乱闘が意味わからんくて好き,POSITIVE,0.9874
今ハマりはじめた遅くないよね？,POSITIVE,0.5662
キャベツ？は瑠璃色パロかなw,NEUTRAL,0.8854
イッヌかわいい,POSITIVE,0.9912
153万再生だったのに…すごい伸び,POSITIVE,0.9369
中毒性あるわ,NEGATIVE,0.9856
途中で出てくるカラスがかわええ,NEUTRAL,0.5367
1:12ここ夜明けな要素wwww,NEUTRAL,0.7523
クラスの男女数人と強風オールバック歌いながら1人の女の子の周りぐるぐるまわって遊んだ(𖦹_𖦹),POSITIVE,0.8074
全部わかりみが深い,POSITIVE,0.6648
この絵ほんと好き,POSITIVE,0.9922
定期定期的に見にこないとダメだ,NEGATIVE,0.8497
中毒性やばい,NEGATIVE,0.9915
ここまで「わかるわ〜」って共感できる曲ない,NEGATIVE,0.6624
何食ってたらこんな曲作れるんだ…w,POSITIVE,0.9317
これアンチとかじゃなくて、ほんとに疑問なんですけどこの曲ってどこで流行り始めたか知ってる人いますか、、？,NEUTRAL,0.9467
海沿いに住んでたからめっちゃ共感した😂テレビで東京の人って何で前髪綺麗なんだろうってずっと思ってたけど関東に住んでて風無くて納得した😮,POSITIVE,0.9167
2000万再生も秒読みか…,NEGATIVE,0.8686
昔は当たり前だったこの感じのボカロ今聞いてもやっぱりいいね,POSITIVE,0.9904
頭の中に残って好きw,POSITIVE,0.9883
何も考えられてないような歌詞なのに中毒性高いから何度も聞きにきてしまう。,NEUTRAL,0.5393
冬の北関東ならこの曲みたいな状況よくあるw,NEUTRAL,0.9339
個人的に最後らへんのウーパールーパーのとこ好きなんだけど同志いる？,POSITIVE,0.6462
二度寝,NEUTRAL,0.9201
ガラガラを触っているカラスがとてもかわいく思えます,POSITIVE,0.9637
さすがに作者浜松住みだろと思わざるを得ない,NEUTRAL,0.8954
なーぜか微妙に耳に残る,NEGATIVE,0.5382
強風オーバック流行る理由意味わかんないんだけど,NEGATIVE,0.8127
2000万再生おめでとう!,POSITIVE,0.9897
曲と絵柄がめちゃ好きです(*´ω｀*)後､MVの短足をちょこちょこ動かして､転がってるのは犬で良いんですよね？本当､強風の日に犬の散歩するとユキちゃんとその犬みたいになるwww0:56の鳩大乱闘はなんか好き😂激しいもちゃもちゃ。長文失礼致します｡,POSITIVE,0.9745
なんでこれ流行ってるの？,NEUTRAL,0.9429
これLINEミュージックでらんかな？,NEUTRAL,0.8455
ころころしてんのはポメですか？,NEUTRAL,0.799
ここが震源地か,NEUTRAL,0.9528
1800,NEUTRAL,0.9276
多分自分のチャンネルを登録してくれる人数(嵐ではないです。強風オールバックになっちゃう。)↓,NEUTRAL,0.8648
ただひたすらわんちゃんが可愛い,POSITIVE,0.9859
カスタネット叩いてリズムとってくれるカラスは最高だな〜！,POSITIVE,0.9918
定期定期的にオッズパーク,NEUTRAL,0.7869
鳩の大乱闘めちゃくちゃ好き,POSITIVE,0.9915
定期定期的におすすめに出てきます,POSITIVE,0.9593
外出た瞬間終わったわが外出た瞬間オナッタ話にしか聞こえない😂,NEGATIVE,0.8172
登校の時に髪質硬いせいで強風が吹いたらしばらく髪型イカれて朝から気分下がる...,NEGATIVE,0.9886
イッヌのイラストが好きだわ,POSITIVE,0.9771
MVが、部分的にチチンプイプイ、からめる、作画崩壊キャベツのオマージュしてて好き。あとユキの声もヤツメ穴や稲葉雲さん系の虚無っぽい感じが出ててすこ。,POSITIVE,0.9868
「お亡くなり」が「終わるナリ」にしか聞こえなくて人生終わるナリ,NEGATIVE,0.9548
冬の群馬県にいらっしゃればこの歌の内容を体験できますのでおすすめです。,POSITIVE,0.9845
"何回か出てくる犬みたいなの可愛い""(∩>ω<∩)""",POSITIVE,0.9839
1.5倍速すると風感が出る！,NEUTRAL,0.8231
強風の時外に出たらランドセル開いてて宿題飛んでって（終わったわ）って思った,NEUTRAL,0.8186
前橋に住んでるものとして共感しかない！,POSITIVE,0.9513
どことなく日常を感じる,NEGATIVE,0.8909
オンゲキ、舞、チュウニズムに収録待ってます！,POSITIVE,0.9592
カラスかわいい,POSITIVE,0.9862
リコーダー0:15,NEUTRAL,0.9347
ちょっと寝た瞬間終わったわ天気はいいのに起きれない眠気強すぎておなくなり定期定期的に遅刻ダッシュ,NEGATIVE,0.4878
この歌気に入りました！,POSITIVE,0.9935
のほほんとした昼下がりに縁側でスイカ食べながら聴きたい,POSITIVE,0.9096
どこかリズム天国味を感じるのは僕だけか？...,NEUTRAL,0.6664
もっと違った形で知りたかった…,NEGATIVE,0.9332
ピタゴラスイッチのBGM思い出した,NEUTRAL,0.8569
キャベツ作画崩壊パロディあるの草,NEUTRAL,0.8748
この曲を頭の中でループしてれば勝手にバイト終わってるから助かってる,POSITIVE,0.9871
群馬の民真冬は自転車立ち漕ぎのまま停止するぞ,NEUTRAL,0.7523
気づいたんだけど0.25倍速にするとくっそうるせえw,NEGATIVE,0.9206
なにがいいわからん,NEGATIVE,0.9358
テスト週間中に作業用になるいい曲ないかなーって漁ってたらこんな中毒性あるやつを見つけるなんて最高だわ,POSITIVE,0.9824
この曲に続いて微風センター分け出してほしい,NEUTRAL,0.5706
このゆるくそして癖になる感じがいいのよ。。。。。。。。。,NEUTRAL,0.8334
恐怖オールバックって打ったら出てくるの草,NEUTRAL,0.9187
本家の画質良すぎてやばい,POSITIVE,0.9798
ザ・神曲,POSITIVE,0.9319
外出た瞬間終わったわ規制が多くて進めないサツ多すぎてお捕まり警備警備多い広島サミット宇品に行きたいなって思いました警備さえなくなれば景色いいのにエキキタに行きたいなって思いましたいやいやと外出たらパトパトパトパト大乱闘あー外出た瞬間終わったわ規制が多くて進めないサツ多すぎてお捕まり警備警備多い広島サミット,NEGATIVE,0.9605
何だ！？この、、中毒性は！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,NEGATIVE,0.5117
一体何を吸ってたらこんな曲作るんや😂俺にも分けてくれ、楽しそう🤣,POSITIVE,0.9305
分身してる,NEUTRAL,0.8371
最高じゃないすっか😂,POSITIVE,0.987
動ありから来た人↓,NEUTRAL,0.5455
毎日聴いてる,NEUTRAL,0.9396
これ人生に置き換えたらずっと座っていたいなとか当てはまってるんだよな,NEUTRAL,0.9167
自転車通学だから毎日オールバックなんだよな〜www,NEUTRAL,0.8995
この動画好きすぎて定期的にオールルックしてしまうんだが笑,POSITIVE,0.9166
ハトハトハトハト大乱闘w,POSITIVE,0.4913
最高の一言につく,POSITIVE,0.9767
定期定期的にそっと出た瞬間ボカロ独特の発音をそのまま歌詞にするセンスが素敵です。,POSITIVE,0.991
浜松の日常みたいな歌だな,NEUTRAL,0.9203
🐤🐤🐤,NEUTRAL,0.8316
くっっそ懐かしい感じ。ひと昔前のビーマニとかにありそうな感じがたまらん,POSITIVE,0.7767
12年くらい前のボカロやろ笑,NEUTRAL,0.9583
今年ももうそろそろ台風の季節だなぁ去年、かなり強い台風が来た時に外出て傘もって遊んでたことを思い出した()めっちゃ楽しかったなぁ,POSITIVE,0.9843
唐突に神作画キャベツ出てきて草,POSITIVE,0.7314
生後半年の息子氏、夜泣きがひどく何をしても泣き止まないこっちもイライラしてきてしまったのでとりあえず心を落ち着かせようとこの曲を流し始めたら息子氏ピタッと泣きやみすーっと寝ましたまさか過ぎてびっくりしたがとりあえず本当にありがとう,POSITIVE,0.7512
そっとの顔が好き,POSITIVE,0.9801
なんで人気なん？,NEUTRAL,0.8774
めっちゃ伸びてる、見た時50万位だったのに,POSITIVE,0.6168
ソープ行った瞬間終わったわ,POSITIVE,0.4763
エッチなロリやなぁ,NEGATIVE,0.8246
1:12そのキャベツ,NEUTRAL,0.9226
風強すぎてお亡くなりってこの場合どういう意味ですか？？？,NEGATIVE,0.9671
歩数を数えてやったぜ...約343歩だったわ,NEUTRAL,0.8273
英語とか使わんやろ、って思いましたテスト前どの授業も自習ばかりずっと遊びたいなって思いました理科だけ予習したら国語数学社会英語理科がないあーテスト見た瞬間終わったわ頭が悪くて解けれない点数低すぎてお亡くなり定期定期テストオールふぁっきゅー,NEGATIVE,0.9231
今では風の強い春の日はいつもこの曲から始まります。それが私の警報です。完璧で可愛いですね。Noweverywindyspringdaystartswiththissong.That'smyalarm.It'sperfectandcute.,POSITIVE,0.9803
コロコロ転がるおそらく犬狂おしいほどすこ,POSITIVE,0.9006
きゅうくらりん聞いてると辛くなってくるからこれ聞いて吹き飛ばしてる,NEUTRAL,0.7499
お世辞にも上手いとは言えないリコーダーの音が病みつきになるわ,NEGATIVE,0.9889
久々にニコ動って感じる歌で何かイイね深い意味はないけど何とも言えない共感が良い雰囲気を出してる感じします,POSITIVE,0.9874
1:15好き,POSITIVE,0.9871
すばらし❤❤,POSITIVE,0.9765
曲始まるの早すぎて前途中で見るのやめたっけ？って毎回なるw,NEUTRAL,0.9333
こんなキャラいるの知らんかった。なんとかテトとかそういう奴の亜種かな。,NEUTRAL,0.9205
きゅうくらりん要素あってツボった,POSITIVE,0.9833
紙かよ（はげ）（ミラティブしってるやつでてこい）,NEUTRAL,0.8292
強風の中リコーダーふくの草ｗ,NEUTRAL,0.8984
リコーダーを吹いてたらすごい風がきてリコーダーと一緒にオールバックした😂,POSITIVE,0.8352
このリコーダーのひょうきんな感じたまらん。,POSITIVE,0.8995
いつの間にか１０００万超えてたすげぇ,POSITIVE,0.7624
動ありがちらつくのは俺だけだろうか…,NEGATIVE,0.8593
最近ネタ動画でよく見て気になって来たけどリズムが癖になって頭から離れない😂,NEGATIVE,0.8941
これ好き,POSITIVE,0.9894
すきなきょくです！！！！,POSITIVE,0.9903
何も考えたくない時によく聞きます(˙ᒡ˙®),NEUTRAL,0.8262
まって、何週間か前は400万再生されてて伸びすげぇな……って思って今日見に来たら1700万以上再生とか伸びがえぐすぎるw,POSITIVE,0.5793
湿気でねじれて縦ロール,NEUTRAL,0.6884
風強すぎて小涌谷,NEUTRAL,0.5137
？？？「うーたん、うーたんうーたん！！！」,NEUTRAL,0.9499
おかえりなさい,NEUTRAL,0.8267
Pちゃんにカバーしてほしい,NEUTRAL,0.5275
mvが天才的すぎる,POSITIVE,0.922
最後らへんに出てきた虚無ウーパールーパー本当にあるの好き,POSITIVE,0.9836
疑問なんですけど普通の風邪で自転車は進みますけど強風だったら自転車が進まないのは何故？,NEGATIVE,0.8594
❤,NEUTRAL,0.8316
個人用替え歌スマホ変えた瞬間（iphoneSE第二世代→iphone14へ）終わったわゲームのデータ（スタリラ）を消しちゃった引き継ぎミスでお亡くなり別・別・別のゲーム（ヘブバン）をインストール♪,NEGATIVE,0.4288
リコーダーがクセになりますね(^^),NEGATIVE,0.747
自転車通学で、毎日髪型オールバックになってしまう笑笑,NEUTRAL,0.6937
記念パピコ,NEUTRAL,0.7334
最初見たとき200万とかだったのにいつの間にか1000万超えてて草,NEUTRAL,0.728
コメ欄読む時用のbgmとしても有能なんだけどw,POSITIVE,0.5713
最近のボカロ歌愛ユキでこんなに流行ってるの初めて見た,NEUTRAL,0.8984
これ作詞した人は枕草子みたいにその日あったことを歌にしたのかな？,NEUTRAL,0.9258
リコーダーいいなあ。,POSITIVE,0.9786
なんやこの中毒性のある麻薬型動画は…,NEGATIVE,0.9525
みこちの為の歌です😊,POSITIVE,0.6387
あと、ワックス付けた後とかも修正が面倒い。トイレから出たくない。,NEGATIVE,0.9935
やっとめっちゃ再生されて良かったですねwwww喜ばしいですwwwww,POSITIVE,0.993
こういう曲良いよなぁｂ深読みせずにシンプルに聞ける名曲,POSITIVE,0.9731
この曲は本当に良い曲なので大好きです！この曲を聴いて考えずにはいられません❗これからも続けて、このような素晴らしい曲を作ってほしいです‼️💥💥,POSITIVE,0.9904
間奏のリコーダーの音のはずし方天才すぎだろ,POSITIVE,0.9175
リズムとりながら曲に合わせてトライアングルをチンする鳥すき,POSITIVE,0.9866
10年以上前にボカロ全盛期（自分の中で）だった全私にぶっ刺さってる,POSITIVE,0.5182
GUNDAMF91と合わせた外で出た瞬間(クロスボーンの襲撃で)終わったわ天気は良いのに(連邦軍の無能で)進めない(ママのドレスの)裾長すぎてお亡くなり定期定期的にウッソ「猫の目か狐目なんか‼️」,NEGATIVE,0.7063
強風だけどスカートの中は見えない。けれど強靭な女の子の内面は、しっかり浮き彫りになってて良いな,POSITIVE,0.9254
伸びすぎてこの曲だけで登録者爆伸びしてるの突風みたいに登場してそのまま吹き続けていく感じで好き果たしてこの風はどこまで吹くんだろうかw,POSITIVE,0.9705
かわちぃ（ほっこり,NEUTRAL,0.8843
風が強いので聞きに来た,NEUTRAL,0.6739
ボカロ界隈って「“ネタ曲“は“ガチ曲“より劣ってる」みたいな風潮があって嫌だったんだけど、この曲がそういうの取っ払ってくれればいいなと思ってる今日この頃,POSITIVE,0.8235
転がっていく塊はいぬですか？かわいいですね,POSITIVE,0.9725
何しろ音もアニメも可愛いわ感心した,POSITIVE,0.9755
何回も聴いてしまう,NEUTRAL,0.5619
この曲好き！面白いしリズム感がすっごい！,POSITIVE,0.9943
影響されて、砂嵐の校庭でリコーダー吹きながら行進するのはやめようね！(2敗),NEGATIVE,0.7941
インスタで地方スーパーの店員さんがお惣菜のセールの店内パフォーマンスで踊るリールが回ってきてすごく不思議な歌で、「ボカロリコーダー」で検索したらしっかり出てきました笑,POSITIVE,0.8492
ベースクソ気持ちええ,NEGATIVE,0.9814
この人の動画遡ってるとすごい。一回ドカンと伸びてその後再生数少なくなってるのにめげずに続けて再ブレイク！続けるって本当大事なんだなって思った。,POSITIVE,0.9846
それでも可愛いこの子は最強ってこと,POSITIVE,0.9379
この曲聞いて思い出したんでコメントします！うちで飼ってるチワワと散歩に行ってて、その日は台風が近づいてる日で暴風の中少しだけ散歩をしました。すると突然の突風、その瞬間チワワの身体が宙に浮いたのです。こりゃダメだと思いすぐ引き返し家族、友達にその話をしても誰も信じてくれません。,NEGATIVE,0.4792
1:25,NEUTRAL,0.9245
群馬県あるある歌ってるわこれ,POSITIVE,0.8592
中身のないもんがやたら流行る時代だな😅みんながいいって言ったからじゃあ良いものなんだろう！って言う時代なのかな？,NEUTRAL,0.7957
アニメ日常に美術系ソングを2で割った様な感じがする！,POSITIVE,0.6996
おでこ広いから毎回、、前髪の風に対する抵抗力0すぎて共感しかない。最近風強いこと多いから定期的にオールバック。。。,NEUTRAL,0.7714
新竹,NEUTRAL,0.9175
あー今日でた宿題おわったわ演技はいいのに震えないこれ？苦労して終わるかい？蔑視蔑視的に煽るバック宿題の量が多過ぎて終わらず先生に怒られました。子猫のような瞳で先生を見つめました。しかし、彼の心を動かすことはできませんでした。その様子をクラスメートからバカにされました。🖕,NEGATIVE,0.9843
外野オールバックソト出た瞬間終わったわ一塁ベースで止めれない打線強すぎてお亡くなり定期定期的に外野バック次に送りたいなって思いましたソトさえ無くなれば堅いのに(守備)ずっと座りたいなって思いました(キャッチャー)いやいやとソトでたら外(ボール)外(ボール)外(ボール)外(ボール)大炎上ソト出た瞬間終わったわ打撃は良いのに走れない打線強すぎてお亡くなり定期定期的にバックホーム牧出た瞬間も終わったわ当たり悪いのに落ちてこない弾道高すぎてお亡くなり定期定期的にホームラン外野と内野オールバック,NEGATIVE,0.884
マジで出勤時風強いのゴミ。一日中ハゲ散らかるじゃん。,NEGATIVE,0.9795
朝これ聴きいて前髪必死に守りながら登校してる,NEUTRAL,0.8404
リコーダーの音外してる感じ好き,POSITIVE,0.9614
オールバッグの言い方がオッズパークなんよな,NEUTRAL,0.9577
2号兄貴みがありますねぇ,POSITIVE,0.7402
オールバックがオッズパークに聞こえるの俺だけ？,NEUTRAL,0.8808
作画崩壊キャベツ登場してる,NEUTRAL,0.7185
コメント欄見ると歌詞に深い意味を求める人多いな～って感じるボカロに限らずあらゆるMVのコメ欄って考察とかポエムで埋まるし,NEUTRAL,0.8116
適度に短いからついついリピートしちゃう,NEUTRAL,0.8937
こういう曲が流行るのはいいことだ,POSITIVE,0.9541
群馬県人は大共感の歌,POSITIVE,0.9331
ハトハトハトハト大乱闘がめっちゃ好き笑,POSITIVE,0.9811
最近娘がブツブツ歌ってんのこれかー,NEUTRAL,0.9054
シンプルすぎて考察の余地なしなの好き,POSITIVE,0.9889
定期定期ってところが大好き大好きって聞こえるのは私だけか,POSITIVE,0.5923
歌といえばぜったいオールバックしかないから！学校でも歌ってる人何人がいるよ!?❤❤❤❤❤,POSITIVE,0.5847
1:25(^ω^),NEUTRAL,0.9022
なんだろう…全然2分に感じない,NEGATIVE,0.9101
この曲が流行るちょっと前にボカロを全く聞かない父親から「これ、流行ってるんだろ？最近ハマってるんだよね」と言われて見せられました。「なにこれ知らない、流行ってないよ？笑」と、その時言ったけど今では親子で鬼リピしてます。うちの父は古参です😂😂😂,NEUTRAL,0.8322
トレスしてもいいですか？,NEUTRAL,0.5117
うーたんから来ました！！,POSITIVE,0.7777
これはとても美しいです、大好きです❤️❤️👍🏻,POSITIVE,0.9935
5月18日木曜日20時57分1700万回オールバック達成。,POSITIVE,0.9262
ミー厶になりそうだね,NEUTRAL,0.7728
今新しい順にしたね？,NEUTRAL,0.9691
定期的に聴きたくなる,POSITIVE,0.9455
虚無ウーパー好きやわ,POSITIVE,0.9099
今日初めて聴いたけど、これは中毒性やばいやつだな…,NEGATIVE,0.9826
ハトがタコに聞こえて頭から離れない…,NEGATIVE,0.9747
言葉に表せない好き。,POSITIVE,0.9804
-,NEUTRAL,0.6809
強風オールバックってさAmazonprime（アマゾンプライム）になくない？誰かオシエテ😢,POSITIVE,0.7696
ポケモンsvの主人公を感じてしまった...,NEUTRAL,0.8665
1:25きゅうくらりんで草,NEUTRAL,0.937
この歌マジでいい曲私もその曲覚えたよ当たり前かだってこの曲人気すぎてみんな知ってるぐらいだしみんな覚えてるよね？,POSITIVE,0.9396
いい歌,POSITIVE,0.9847
動ありからきました…ごめんなさい,NEGATIVE,0.9867
風が強い日に戦闘力を増す曲,NEUTRAL,0.7154
1:39のところの「外出た瞬間の」外をそ、とって間置いてるのちょっと耐えようとしたけどやっぱ無理だった感が好き,NEUTRAL,0.5411
低評価やってやったぜ,NEGATIVE,0.9843
この曲がなんで人気なのかがわからないおおおおYoasobiのアイドルよりいいって人も多くて；；誰か良さを教えて！！！！知りたい！！！！！！！,POSITIVE,0.7806
これぐらい曲の中で悠長でもウケるってのを証明したよね,POSITIVE,0.9661
あの伝説のキャベツじゃん,POSITIVE,0.6227
時々ヌルヌルのアニメーション出てくるのおもろい,POSITIVE,0.977
オロナミンCが量が少なめやから何回も飲みたくなるのと同じ感覚になる何度もリピートしてしまう,NEGATIVE,0.7119
群馬の人が共感しかしない歌,NEUTRAL,0.5932
日常みたいな世界観すこ,NEUTRAL,0.5116
日曜日にききたいな…っておもいました。,NEUTRAL,0.5078
嵐竜アマツマガツチ,NEUTRAL,0.7752
きゃべつが作画ミスのあれやん,NEGATIVE,0.9656
MAD職人さんへ恐怖ウォールハック作ってください,NEGATIVE,0.9536
カスタネット叩いてるカラス可愛すぎんだが,POSITIVE,0.9907
最近のボカロはとりあえず闇を含ませて恍惚とした表情のキャラに病んでる歌詞つけるってもはやテンプレート化しててオリジナリティ感じない。ボカロはこういうので良い。,NEUTRAL,0.6802
素敵です👏🌷いい感じです🎵,POSITIVE,0.9945
そこはかとない日常感,NEGATIVE,0.9845
実際にハトが大乱闘してるの想像したらカオスだわw,NEUTRAL,0.5276
鴉タネットと鳩ライアングル可愛いなぁ,POSITIVE,0.9853
この曲聴いてると不思議と気が楽になる。なんか小難しいこと考えなくても世の中回ってるのかなっていらん力が抜けていく感じがする。,POSITIVE,0.9381
これ見て思い出した。過去に学校に行くときに、砂が目に入って地面にのたうち回っていた俺,NEUTRAL,0.6092
唐突なキャベツwww,NEUTRAL,0.8926
最近の伸びエグいすっね,POSITIVE,0.9411
(もしもし聞こえますか今あなたの脳に直接語りかけています1.25倍で見ると最高でしたよぜひ見てみてください),POSITIVE,0.9723
凄いです‼︎まさかもう海外でもバズってる‼︎‼︎,POSITIVE,0.9813
ぼく「もしもし上司さんですか？すみません、今日ちょっと向かい風が強すぎて気持ちいいので少し遅れます」,NEUTRAL,0.6493
なんてバズってんの？,NEUTRAL,0.8694
この曲中毒性高すぎるわ笑授業中ずっと脳内ループしてて先生の話一つも覚えてねぇ,NEGATIVE,0.7841
編集上手,POSITIVE,0.9433
🤩😍,NEUTRAL,0.8316
地下鉄乗る時いつも聴いてます。,NEUTRAL,0.9277
上は👌際するだけ,NEUTRAL,0.8645
なんでこんなにクセになるのか。,NEGATIVE,0.8775
ハト増えすぎたりすぐ死にまくってたせいで元の歌詞に少し感動した,POSITIVE,0.8794
あ、えっ？もう1600万？？私が見た時180万位だったのに…！,NEGATIVE,0.7446
,NEUTRAL,0.9457
この歌の良さがいまだにわからん,NEGATIVE,0.5825
こんなのが,NEUTRAL,0.6472
おかしくね,NEGATIVE,0.9133
プロセカとかに追加されたらノーツの速さ強制的にMAXにされそうw😂w😂w😂w😂w😂w,NEGATIVE,0.8244
作画ヤバキャベツがしれっと出演してるの好き,POSITIVE,0.9843
流行ってるから見に来たけどなんでこれが流行ってるんや？いや、アンチだとかバカにしてるとかでなく本当に……,NEGATIVE,0.6961
1:24,NEUTRAL,0.9008
定期的に聴きたくなる曲1位だと思う,POSITIVE,0.9722
1分24秒がすき❤😊,NEUTRAL,0.7576
「ハトハトハトハト大乱闘」気持ち良すぎだろぉぉぉぉぉ！！,POSITIVE,0.9886
曲もだけど、イラストも好きなんだよね～。,POSITIVE,0.971
この曲おすすめに流れてきてコメ欄見てから知ったけどボカロって考察しがいがあったりエモいもんなの初めて知った。,POSITIVE,0.7473
曲もアニメも中毒性すごい,POSITIVE,0.8396
カラスとハトすこ,NEUTRAL,0.7997
強風オールバック本家様,NEUTRAL,0.8429
"ト○コ行進曲オワタ＼(^o^)／に近しい何かを感じます(՞..՞)""懐かしい·͜·︎︎",POSITIVE,0.9667
犬みたいなのかわいい,POSITIVE,0.9852
釣り行った時頭の中でずっとこれ流れてた,NEUTRAL,0.9396
こんな感じ？豪雨ストレート外出た瞬間終わったわ天気悪すぎて帰れない傘無さすぎてずぶ濡れに定期定期的にストレート地下に潜りたいなって思いました雨さえなくなればあったかいのにずっと座りたいなって思いましたいやいやと外出たらあめかぜかみなり大号泣あー外出た瞬間終わったわ置き傘パクられ帰れない雨強すぎて梅雨入りに定期定期的に貞子ヘアーそっと出た瞬間終わったわ天気悪すぎて帰れない傘無さすぎてずぶ濡れに定期定期的にストレート犯人見つけてストレート,NEGATIVE,0.703
ゆこびさんの歌とイラストが大好きになりました！！💕,POSITIVE,0.9916
上司クソ過ぎて終わったわ,NEGATIVE,0.9885
あの犬みたいなやつ可愛い,POSITIVE,0.9911
中毒から逃れられたと思ったんだ...でもよぉ、おすすめの野郎がそれを許しちゃくれなかったんだ...,NEGATIVE,0.9833
前髪命の人終わるやんwこの曲聞いたら絶対納得しそうw,POSITIVE,0.6082
リコーダーの音がキレイ✨✨,POSITIVE,0.6659
普通にspotifyで配信してくれ,NEUTRAL,0.7192
謎に中毒性ある…毎日聴きにきてるわ…,NEGATIVE,0.5886
風いいんですね,POSITIVE,0.9274
1:11キャベツを切る歌愛ユキさん,NEUTRAL,0.9016
👍👍,NEUTRAL,0.8316
この歌ハマってる人〜,POSITIVE,0.7465
カラス可愛い,POSITIVE,0.991
満足度高い,NEGATIVE,0.476
ほぼ同じことしか言っていないのに、なんでこんな中毒性あるんだろう。,NEGATIVE,0.9628
この曲で感動して泣いたってやつはあらわれないだろうけどいい曲だよな,POSITIVE,0.9591
最初何この歌って思ったけどなんか癖になる笑笑,NEUTRAL,0.9042
僕この歌すきなんだよなー❤😊,POSITIVE,0.9893
キルミーベイベー思い出す,NEUTRAL,0.8718
定期的にきます😊,NEUTRAL,0.8837
なぜだろう、この動画を見つけたら聞いてしまう、、、,NEGATIVE,0.851
1:24,NEUTRAL,0.9008
「お亡くなり」と、女の子がリコーダー吹いてるところがいいですね。,NEUTRAL,0.501
名曲だぁ(ᐛ),POSITIVE,0.9647
流行る✨,NEUTRAL,0.6849
こうゆうゆるい歌好き❤,POSITIVE,0.9866
弟のクラスで給食の時間に流れたって言ってたけど自分だったら絶対に味噌汁吹いてたな,NEUTRAL,0.7134
なぜ人気なんやろw,NEUTRAL,0.7399
今週中に2000万回再生行くかな？,POSITIVE,0.6326
あー→↓虚無。,NEGATIVE,0.9387
毎日チャリ通勤毎日オールバック整髪料なんざ無意味なのさ（仕事は帽子被るし問題なし）,NEGATIVE,0.7544
ハトハトハトハト大乱闘で吹いたやつ正直に手上げて,POSITIVE,0.3807
最近人気だよねこれ何がいいのか教えてちょ,POSITIVE,0.7353
オールバック女子好きよ😊,POSITIVE,0.9365
海沿い学校のソフトテニス部「トスした瞬間終わったわ」,NEUTRAL,0.8218
歌愛ユキなのもポイント高い,POSITIVE,0.7534
文書くの上手いやつに聞かせて感想文書かせたい,POSITIVE,0.8332
なんかこういう夢見る時ある。前に進みたくても風強すぎて進めないみたいな(？),NEGATIVE,0.9376
定期定期的に大乱闘,NEGATIVE,0.8359
この人の曲好きだな、他にどんな曲作ってるんだろうって見たら、私の好きなアンテのオルゴール作ってる人でビックリした。やっぱり、ボカロPっていろんな方向の知識あるんだな……。,NEUTRAL,0.7506
おーのびてるのびてる,NEUTRAL,0.8439
髪型がオールバックになるのと、風が強くて前に進めないっていう意味でallbackがかかってるのかな,NEUTRAL,0.9607
うーたん(究極体)からの人〜🙋,NEUTRAL,0.4954
俺この曲と同じになった時ある,NEUTRAL,0.7235
再生回数が増える度風が強かったのかなって思うそしてこうしてコメントを打ってる私も風に当たってる,POSITIVE,0.5869
最近色んなところでこのイラストのパロディを見るので、本家を見に来ました。このユルさと歌声、歌詞なかなか癖になる。,POSITIVE,0.7372
リズム良すぎる,POSITIVE,0.9714
❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉,NEUTRAL,0.4968
いくら聞いてもレコーダーの音を聞くたびに脳が初期化して聞き直す,NEGATIVE,0.9713
カスタネットたたくカラスが好きすぎて気づいたら自分も同じように首ふってる😂,POSITIVE,0.5647
アニメーションの人苗字一緒でビビった,POSITIVE,0.6911
弾幕が似合うであろう曲だな。懐かしささえ覚える,POSITIVE,0.8588
2024年勢いる?,NEUTRAL,0.9382
新潟市民「万代橋の目前で終ったわ…天気も悪くて風強い…定期定期的に傘が逝く…」「地下鉄欲しいなって思いました…雪さえ克服出来れば無敵なのに…(地盤が脆くてお亡くなり…)」,NEGATIVE,0.9621
ちゃんと鳩とカラスの鳴らしている楽器音も組み込まれてるの草,NEUTRAL,0.5393
気が早い未来人『2000万回再生おめでとう！！』,POSITIVE,0.9044
ニセユコピさんん。ファンに対しての謝罪のためのすとろべりーぷりんすの莉くんの作詞・作曲・編曲だ。７８９国の支払いを命ず。初音ミク,NEUTRAL,0.6575
まさに今日の私まんまこれw天気が良かったから、外でお昼食べようと、外でた瞬間終わりましたww,NEUTRAL,0.5015
