label,text,score
1,出来るならやりたい、あ、登録しました！,0.9878
-1,ナッパから本家見に来ましたそこまでお亡くなり要素なかったですね,0.6333
1,これ大好き,0.994
1,苦労して作った髪型がオワオワリ,0.9416
1,なにこれww超いいw,0.9843
-1,まじ、風強すぎて前髪オールバックだわwまじ終わる,0.5296
-1,こうゆうものもいいのじゃない外出た瞬間終わった天気はいいのに動けない汗かきすぎてお亡くなり定期定期的に地獄バック,0.9943
-1,職場の工場入った瞬間終わったわ(41.5度)って思いました。,0.6716
-1,外出た瞬間終わったわ天気はいいのに暑すぎる温度やばくてお亡くなりteikitekitekinに引きこもろう,0.7986
1,なんかすごい中毒性があるわ,0.764
-1,こんなに心掴まれて共感できる歌詞なのに「ただ風が強くて萎えるだけの歌」って評価されてるの泣ける,0.9448
1,歌ハマります❤️毎日聴いてる🎵,0.942
1,外出た瞬間ohwhatawar,0.5803
1,みんなどんどん聞きまくれ！！！！！！,0.9501
1,徹底的にオールバック＼(^o^)／,0.7862
1,この曲のRemixとかbootleg聴きまくってる,0.7929
1,無表情な顔ですが、私にとってはその顔がとても可愛くてキャラクターの容姿に合っていました。,0.9626
1,今年の大ヒットソングは、アイドルとこれで決まりだな。,0.951
0,目指せ100000000回再生,0.9321
1,ボカロ曲特有の「強い」詞は健在ですね。,0.9337
1,リコーダー買お,0.7609
1,一曲聴き終わる頃にはリコーダーの音を欲する自分がいる,0.8191
1,リコーダーの音外した感じがもうなんてゆうかたまらなくいい。,0.8852
1,とても良い音楽でした、ありがとう,0.9917
1,完全版が欲しいです！,0.8691
-1,何故か全てあなたの所偽です思い出した,0.8347
1,三種類の楽器だけでこれできるのすごすぎ笑笑,0.9711
-1,久々にボカロ？の曲聴いたけどやっぱり人間のがいいな何言ってるのか相変わらずわからんし抑揚もないし一生好きにはなれん,0.915
1,ハハハハ爆笑,0.9825
-1,これがミニマムの恐ろしさか…,0.7599
1,あずまんがとかよつばどを思い出すどこか懐かしさあるキャラだな〜,0.6282
1,かわいい歌,0.9285
-1,洗脳されてしまった・・・どうしよう,0.9731
1,この2分ちょいの曲から得られた情報が「風が強い」しかないのにこの満足感,0.8541
1,1:11ここ完全に某アニメ再現してて好き,0.9923
1,すみません。アイデンティティから来ました！,0.7422
-1,仕事中ずーと頭で流れてる,0.5259
-1,リコーダーの箇所が「超サイヤ人だ孫悟空」の悟飯の口笛にしか聞こえなくなったわ,0.8194
1,「って」ってところの間？がめちゃ好き‼,0.9327
-1,そろそろ時期的に熱中症のシーズンですねえ…定期定期的にホワイトアウトしていますです、はいorz,0.9279
-1,投稿された日ぐらいに強風で傘折れた,0.9877
-1,クソ適当キャベツオッスオッス,0.9248
-1,…,0.9412
1,きのうライブダムのおすすめ（？）にあって、全然知らない歌だったけれど適当に歌ったら、「表現力」のみ平均点以上だった（笑）,0.6789
1,こんなリズミカルなボカロなのにこの敢えての平成感ある画風が最高にすこ,0.9871
1,何かのSNSで流れてて、「これ聞いたことあるな、タイトルなんだっけ？」って思って、頑張って歌詞を聞き取って、ここに辿り着きました😂！ほんと中毒性ある！しばらく、ふとした時に頭に流れそう😂🥳笑🎷🎸🎹🎺🎻🥁🪕,0.8781
1,この曲リズム良くて好き！,0.9938
1,ハト4匹大乱闘は凄い,0.896
-1,4億6900万回切られたキャベツ,0.5842
-1,音が聞こえ無い何故？,0.534
-1,外出た瞬間終わったわ(ガチ)天気がいいから進めない(35度)日差し強すぎて、お亡くなり(熱中症)定期定期的に、オールバック(土に帰る),0.9233
1,本家の安定感すげー,0.948
1,圧倒的な中毒性。,0.9923
1,歌愛ユキちゃんが歌っていたのか～悪ノシリーズで知りましたけど懐かしいな～それに可愛いし💕,0.9548
-1,私の地域、現在この状況外に出ることすらできない豪雨,0.9882
1,ぴっとめのそん＝元ネタ曲のリコーダー部分を耳コピで無理矢理歌詞を作った結果です。,0.5152
1,風強いの好き,0.9772
1,裏拍とってるカスタネットカラス好きすぎるw,0.9745
1,カラスがカスタネットつついてるのが可愛すぎてそっちに目がいってしまう,0.9796
1,映像も面白くてずっと見ちゃう。ウーパールーパー？すこ。,0.9494
1,この曲マジで定期定期的に聴きたくなる,0.9883
1,繋げて！！外出た瞬間,0.8574
1,プロセカに応募しましょう！,0.97
-1,気のせいかな。女の子がポケモンSVのネモにしか見えん。,0.7098
1,3333万回再生きた,0.5834
1,好きすぎてお亡くなり〜定期定期的にオールバック！「繋げて」,0.9791
1,これでバトンやろ,0.659
1,歌が面白すぎ！(^-^)(>_<),0.991
1,今日はもう休もう！,0.7325
1,もう今日は学校休もう！,0.4985
-1,横浜の風強すぎて終わったわ、,0.7661
1,のや❤に！🎉、おゆた,0.9354
1,カラスタネットもハトライアングルもうまくて笑う,0.9802
1,文字はみ出してるのとか素人がちゃんと作った感じでてるのすき,0.9869
1,カオスな感じが凄く面白い。,0.9676
-1,1:11なんか既視感あると思ったら作画崩壊キャベツか,0.9735
1,サビサイコーすぎ！サビ好き同士いる？,0.5317
-1,いつもきいています。😂😊,0.738
1,可愛い強風オールパーク可愛いです宜しくお願いします二回って回りたたいな、?!,0.9235
1,ボカロ初期or中期くらいの((((オワタ＼(^o^)／))))って感じが好き,0.9166
1,すごい…過去一のぬるま湯ソングだ…,0.8916
1,なんかこれ聴くとニッコニコになれますマツケンサンバのように無条件で人を元気にするいい曲,0.9832
1,2分16秒の良曲,0.982
1,おもしろい,0.9557
-1,キャベツ検定不合格,0.7903
1,平和な曲も久しぶりに聞きたいから聞いたけど平和過ぎてびっくりした(めちゃ褒め,0.9792
1,"￥1,600いい曲",0.8972
-1,修学旅行二日目の自主見学風強すぎてぼうしえらい飛ぶわ、他の人のチケット飛ばされたからそれ追いかけていくわで災難w,0.8582
1,歌って学校でなんか歌いたくなるよね、この気持ちわかる人いる？,0.6297
1,めっちゃかわいいな〜,0.9895
-1,1:10お。おおおい！！！ここで！例の！キャベツを挟んでくるなんてマジでずるいぞ!!,0.4637
1,三ヶ月で3285万再生数！すごっ,0.9709
1,語ってる感じが好き！,0.9891
1,この曲好き❤️,0.9859
1,めっちゃ面ろ！！！！,0.9675
0,2024年も見てる人ー！,0.7433
1,中毒性えぐいw,0.9669
-1,歌詞が意味わからん,0.9658
1,キャベツはもう許してやれよｗｗｗ,0.4768
1,PV、キャベツの作画ネタまで入ってたんだ笑,0.5304
1,歌愛ユキの歌久し振りに観た,0.7968
-1,Spotifyないんや…,0.9329
1,頑張れ！億いくんだ！,0.9668
1,最近、まじで日本発の音楽アツすぎんか,0.6517
1,╰(*´︶`*)╯♡,0.44
1,高評価70万いった,0.9425
1,絵がゆるすぎて好き,0.9928
1,大乱闘する鳩好きすぎるw,0.9781
1,前奏から入ることなく急に歌いだすの好き。,0.9907
1,歌詞をなんとか歌詞を意味深にしようと頑張っている考察班が所々でてきてておもろい笑,0.9213
1,集中線の使い方が好き,0.9763
-1,聴くのをやめられない、完全にメロディーに洗脳されている,0.6228
-1,人生終わったわ,0.8433
1,なんとも言えない表情でキャベツ1発で切るところ可愛いすぎる💕,0.9869
1,再生数きゅうくらりん超えたゾ...,0.7069
1,歌みた「そっっとでったっしゅんかん」本家「そっっとでっったしゅんかん」,0.5716
1,久しぶりに見に来たら有り得んくらい伸びてて笑った,0.9663
1,この中毒性……たまらん！とっても好きです,0.9575
1,フルでも２分ちょっとなのと、シンプルなメロディーですぐ歌い出すのが良いですね。ゲーム曲みたいで気軽に聴けちゃう。,0.9836
1,でぃすこ☆しょこらてっくぶりに聞いた歌愛ユキ可愛い😊,0.9933
1,文化祭でクラスのみんなでこの曲弾くことになりましたw,0.9373
1,一度聴いたら二度も三度も聴きたくなる,0.7946
1,いつまでも聴いてられる…仕事中も耳残っていつの間にか口ずさんでんだよなぁw,0.8526
1,伝説のボールキャベツすき,0.9834
-1,3000万ヤバすぎるやろ,0.7745
1,中毒性ヤバい。いつの間にか鼻歌歌ってて「ハッ!?いつのまに...」ってなる。,0.9638
1,画質わざと粗くしてみると、ブラウン管っぽさが出ていい。,0.6922
1,曲ももちろんだけどMVめっちゃ好きだわ,0.9913
1,定期定期的に見に帰ってくる♪,0.9865
1,昨日カラオケで中2の娘が歌って初めて知ったこの曲。この曲だけ娘の歌が下手すぎだぁ〜と思ってたら、ほとんど一緒だった。下手とか思って娘ごめん。歌詞とリズムに惹かれて見にきて良かった！！,0.9879
1,定期的に聴きたくなりますねぇ、、なんとも可愛らしい。*,0.992
-1,無駄に深読みしてる人達居るがアホらしくて見てられん,0.9828
1,これがホントの遊び心👍👍,0.9425
-1,電子音すぎてなんて言ってるかわかんね,0.6118
-1,風強すぎておなに,0.9641
1,この浅くもなく深くもない歌詞が最高。,0.9784
0,16000コメント、3200万再生おめでとうございます！なう2023年7月3日20時14分,0.9719
1,やっぱ最高‼️,0.9945
1,このキャラクターなんか見た事あるなーって思ったけど歌愛ユキとピッタリ重なってどこかスッキリした気持ちになった,0.9755
-1,外でた瞬間に進めない↓男性の性的ないやらしい目線に耐えられなくて進めないつまり風って言うのは男性の性的な欲求を暗示してる？オールバックっていうのは髪の毛だけでなく服も丸裸にされて見られてしまうことの暗示ではつまりこの歌は性被害にあった女児の心情を歌った歌であると推察される,0.5646
-1,虚無。,0.9633
-1,この強風っていうのは世間からの風当たりが強いってことなんだよね,0.7005
1,1:11ここの部分特に好きｗ,0.9889
-1,全く歌詞に繋がり無いんだね…,0.9224
1,作画崩壊キャベツでリズム刻んでるのかわいい,0.9832
1,おもしろい,0.9557
-1,ハゲにはわからないあるある,0.7774
-1,色々深読みしようと頑張ってたら概要欄の「風が強かった時のことです」の一言で深読みしてたのが馬鹿らしくなった,0.9773
1,世界一内容薄い歌なのに世界一メッセージ性強いと思う。,0.807
1,群馬県民の為の歌だなwww,0.8785
1,アイドルが出る前にこんなに再生回数伸ばすとかみんなレベチあとね、好き❤,0.9897
-1,まさにグンマーの冬父曰く、昔の方が酷かったそう…(風でチャリが進まなかったらしいです）,0.919
-1,今思ったんだがこれって戦争の曲なのでは？地下に潜りたい→防空壕に行きたい風さえ無くなれば暖かいのに→爆風さえなければ暖かい(夏)なのにずっと座りたい→十分に栄養などを摂ることが出来ず、力がないハト大乱闘→ハト=平和の象徴つまり平和をかけて戦っているということ外出た瞬間終わったわ→防空壕から出てみると、街は破壊されていた風強すぎてお亡くなり→爆風そして強風オールバックをローマ字に直すとKYOHUORUBALTUKU無駄な母音を省くとKYHRBLTK並べかえるとBKHTKLYRバクハツキュルそう、爆発来るということだ強風オールバックは戦争の曲Q.E.D.証明終了,0.5023
1,かわいい,0.9801
1,鳥かわちぃぃぃぃぃ(ᐡ⸝⸝•̥̫•̥⸝⸝ᐡ),0.607
1,この「鼻水垂らした小3が書いた日記」感大好き。伝われ,0.9926
1,この歌何度聴いても飽きない,0.8094
1,一日に何回かは聞いてしまう曲ランキング第1位おめでとうございます🎉＃俺の中で＃クセになる＃ｷｮｳｶﾝｼｬﾓﾄﾑ,0.3998
1,定期定期的にが1番好き,0.991
1,僕達もやろう！外出た瞬間終わったわ,0.746
1,耳に残りますね！,0.9005
1,夢の中でこの曲が出てきてw歌ってる人がAdoさんで、くそうまかったのを夢で見たw,0.969
1,間奏のキャベツ🟢すき,0.9911
1,中毒性高すぎて終わったわ,0.9874
-1,お亡くなり🎉,0.9688
1,し、し、し、し、は笑った🤣,0.8808
1,この曲好きです,0.9875
1,カラス可愛い,0.991
1,wwwwwwwwwwww,0.9473
1,出てくる生きもの可愛いし、ほんとに10かい聞いてました❗,0.9803
1,可愛い！,0.9908
1,よくTwitterで流れてくるからずっと見ようか悩んでたけど、すごいな。こんな調教だったのか...リコーダーが好きすぎる。今までのボカロとはまた違う感じで新鮮に感じる,0.9809
-1,地味にカスタネットが難しい,0.8656
-1,終󠄁つたわ,0.8737
1,世界観好きすぎてLINEスタンプ作ってほしいです！！,0.9879
-1,今日雨と風めっちゃ強くて、傘離したらどうなるんだろ。ってやったら、傘が天に巻き上げられて0.2秒で消えた｡,0.7601
1,なんか分からんけど全体的に可愛い笑😂💕,0.985
1,うわー、非常にクールな曲、著者のおかげで,0.972
1,ハトハトハトハト大乱闘wwwwwwwxwwwwxwwwww,0.5897
1,ボカロすぎるぶっ飛んだ歌詞が好きすぎる,0.9819
1,「ハトハトハトハト大乱闘」のところを「ハトムギ玄米月見草♪」って歌うのにハマってしもた,0.9136
-1,7年間無遅刻無勤のコメ欄が6日前で飽和してて残念悲しい,0.9937
-1,御守り吹っ飛んで探すのに４時間かかった,0.9785
1,中毒性がありますね,0.9383
1,この歌めちゃくちゃいいです❤,0.9928
-1,ハトハトハトハト大乱闘,0.5971
1,最初はネタだと思って再生したんですが、あまりに良すぎてハマってから多分ここ半年で一番ヘビロテしてます💦そのくらい歌もキャンジャニちゃんもよすぎる…！アイドルにはまったことないのにハマりそう😂無理だとわかってるけど、キャンジャニちゃんファン限定LIVEがあるなら本気で行きたいくらいw,0.9836
-1,これは『群馬県歌』だなと思ったけど、誰もそんなコメントしてないんですよね。コメント数も2万件近いから見つけられなかっただけかな。,0.7613
1,カラス可愛い,0.991
1,今は亡き愛犬のポメラニアンが子犬の時の散歩を思い出しました。一生懸命に歩いているのに風強すぎて進めないw本当にこの歌とPV通りで、笑っちゃいましたwwさすがに転がってはいなかったですが。,0.9007
-1,作画崩壊のキャベツだ！！,0.5522
-1,色合いがホットドックみたいですね。じゅるり…はっ！いけない…相手は小学生だった…,0.7936
1,1:24ここかわいい,0.9896
-1,イントロを入れずに突然歌が始まるのも急な強風を表してるのかなぁ…なんて,0.7776
1,0:56のだ↑い↓乱闘が好きすぎる,0.9752
1,この音楽の良さが眩しくて僕がオールバックしそう笑,0.9723
-1,第二回コメント6月28日急に大雨が降ってきてヤバかったわ。外にいたから終わったわ,0.8542
1,前見た時は100万回視聴だったのに今は3000万超え…やっぱ流行りってすごいな,0.5326
-1,自分コミュ障、陰キャ、あんま外でないから、こうなるな。はは。,0.8456
1,人生にいい風が吹きました,0.9863
1,作画崩壊キャベツネタ良すぎるw,0.9873
-1,なんなんこれ気持ち悪い,0.9931
1,学校でリコーダー、吹きそう😊,0.5849
1,癖になって好き,0.9895
1,歌詞の内容ｽｯｶﾗｶﾝでこんなに小学2年生の作文みたいな曲なのに中毒性すごすぎる,0.5845
1,風強すぎてのとこのシーンが好きw,0.9659
1,なんか聞いてて(ᐛ)になれる曲やなてか普通にメロディーが聞いてて楽しすぎる,0.9904
-1,外出た瞬間､終わったわ??ハッハー!!天気は良いのに進めないハッハー,0.4023
1,僕２０００年からこのうたきいています。うまれてないけど😅,0.5048
1,カラスめちゃくちゃかわいい,0.9909
-1,このコード進行使われ過ぎてもう真新しさもキャッチーさも無いな,0.5655
-1,だめだやっとる,0.9937
1,めちゃくちゃかわいいしめちゃすごい,0.9874
-1,クソほど聞いてる,0.8313
-1,強風なう,0.5344
-1,進めないほど強い風なのにめくれ上がらないスカートがすごい。,0.9453
-1,"虚無の瞬間待ち(´,_ゝ`)",0.567
-1,1時間かけて髪セットして外出たら風で全部台無しになる、女子にしかわからん,0.9929
1,イントロも無くいきなり歌が始まる感じ朝、天気予報も大して確認せず、チラッと窓の外を見て「あー今日めっちゃ晴れてるじゃん日焼け止め塗っとこ」くらいにしか考えてなかったのに、出掛けようとしてドア開けた瞬間突風に襲われて、ドアもバーンッて閉まったりして「うわマジか」って一気にやる気が失せたような感覚を表現してるみたいで好き,0.8757
1,歌ってみたで使わせて頂きました！<m(__)m>,0.9624
-1,ついつい口ずさみながら仕事してしまう…！,0.8805
1,『風さえ無くなれば』で何か深いこと言うのかと思ったら『あったかいのに』でこの曲をなんとなく理解した,0.5848
1,0:54のところが一番好き,0.9489
1,0:53ハトハトハトハト大乱闘のとこ好こ,0.6571
1,素敵な音源と動画お借りしました。ありがとうございましたッ！,0.9947
-1,0:10歌ってみただと定期→定期→的にオールバックだけど本家だと定期↑定期↑的にオールバックって上がる感じなのがが好き個人的に歌ってみただとそこが違和感ある,0.7624
1,大乱闘面白い😂,0.9896
1,100回以上聞いてるナイスな中毒ソングで…。着ぐるみで再現する際ワイプで使わせていただきました。,0.6899
1,リコーダーの部分中毒性すごい,0.9895
1,お亡くなりって表現の仕方ほんとにすこい,0.9806
1,ロブロックスに強風オールバックあったw😂リアルでした（ロブロックスはレゴに似てる？ゲーム）,0.5046
1,素晴らしい,0.9933
-1,お亡くなりって髪のこと？,0.6873
1,これぞYouTubeドリーム,0.8936
1,すごいな、僕が最初に見た時200万再生いかないくらいだったのに,0.7163
1,オールバックでもかわいいからいいね(^o^),0.9876
1,この音楽も好き,0.9822
-1,外出た瞬間→表舞台に出たおわったわ→叩かれるハト大乱闘→リプ欄世間の風当たりってつおいね,0.8956
1,深い意味はないのにここまで中毒性あるのはなぜだ…,0.9639
1,ティックトックのイケてるお兄さんが再現してる動画見て興味持って聞いたら中毒性やばい,0.6752
-1,え、何回ここにくるんだ私。,0.8076
1,何故か伝説のキャベツ(？)出てきてワロタ🤣,0.8803
1,ぴっとめのそんめのそん♪,0.8488
1,西川貴教にカバーしてほしい曲,0.9291
1,音楽でリコーダー上手く吹けなくても、心の支えになる神曲です。,0.9842
1,最高,0.9906
1,すごく覚えやすい歌手だからいつも聞いて歌ってます頑張って下さい。！,0.9831
0,三千万再生おめでとうございます！,0.9912
0,3000万回数おめでとうございます🎉,0.9461
0,ぴ！とめのそん,0.6131
-1,友達が風邪引いて熱だして、冷たいもの食いまくって強制クールダウンしてたww,0.9259
1,これさ風が世間の風潮みたいに捉えたらまた意味が深くなって面白い,0.9897
-1,俺髪ないわ,0.8848
-1,すげ〜,0.5844
1,55歳のおじさんの脳内無限ループ😆‼️,0.5071
-1,体育祭の途中で急にこれ流れてきてビビったよねみんなで肩組んで応援合戦してる途中に流れてきて困惑した,0.5487
0,3000万再生おめでとうございます！,0.9913
1,キャベツ切った後の白黒の外出た瞬間の所の低音がカッコよくて好き低音出るスピーカーで聞いてみて四足歩行の何かがとても可愛い,0.9906
1,長年自災されて当初からお亡くなりになられていたギースハワードさんにはお悔やみ申し上げますがご息子に被害が及ぶ前にこの動画を世間に公表して頂いた事を心から感謝致します,0.8475
1,3000万再生おめ,0.834
1,四千の動画見て来た民🙋‍♀️,0.912
1,このバズりは終わらないで欲しいwホロライバーとかの有名配信者ががやり出したからっていうのもあるけど、強風で髪が後ろにいくだけということを歌っただけの曲でこんな大バズりするのすごいね,0.9013
1,良い曲😊😊,0.9908
1,このリズム中毒性ある！あとやけくそリコーダーかわいい笑,0.8866
1,こんな素晴らしい曲を作ったら覚えやすい才能すごい,0.9776
1,好きな曲調,0.6105
-1,なんか宮城県並みの、風強くて外出れないパターソン😂,0.9413
1,カラス可愛い,0.991
1,ものすごい才能あるやつが深夜テンションで作ったって言われたら信じる,0.9015
1,リズム、テンポ、共感の三拍子が揃った中毒性高い歌最高かよ,0.9716
1,後ろの重低音？が気持ちよすぎだろ！,0.8278
1,この曲大好き,0.9928
0,歌詞です外出た瞬間終わったわ天気はいいのに進めない風強すぎてお亡くなり定期定期的にオールバック地下に潜りたいなって思いました風さえなくなればあったかいのにずっと座りたいなって思いしましたいやいや外でたらハトハトハトハト第乱闘あー外で外出た瞬間終わったわ天気はいいのに進めない風強すぎてお亡くなり定期定期的にオールバック外出た瞬間終わったわ天気はいいのに進めない風強すぎてお亡くなり定期定期的にオールバックそっと出た瞬間終わったわ天気はいいのに進めない風強すぎてお亡くなり定期定期的にオールバック髪の毛強風オールバックぽっ,0.8425
1,あらゆる点でkpopより優れた音楽です。,0.9666
1,カラス可愛い,0.991
-1,横浜に自転車で行ったとき風強すぎて前に進めなかったｗ,0.7157
1,1:10いにしえのアニメのオマージュ助かる。。,0.9419
1,同じ言葉を何回も使ってるのに飽きない歌を作れるのは音楽の才能がある,0.9635
1,AppleMusic対応願う！,0.973
0,３０００万回おめでとう🎉目指せ１億回🎉🎉🎉🎉🎉,0.9821
1,何の心配もなく生きたい。幼い頃、リコーダーを習っていた時は知らなかっただろう。そんなに吹きたくなかったリコーダーが私の心配を受け入れてくれたということを。,0.9605
1,なんか10年前くらいのボカロ曲ってかんじでえもい,0.432
-1,全てはここから始まったのか…,0.5077
1,3000万おめでとおおおおおおおおおお,0.7476
-1,これを聞きながらいったけど音を大きくしすぎて周りの人に見られてたのをこの動画終わり頃にｷｽﾞｲﾀ,0.7726
1,いぬさん進みながら飛ばされるの可愛い！,0.9931
-1,3000万回再生とかもう伝説だろwww,0.517
1,良いテンポで好きです✨(*^^*),0.9884
0,さんぜんまんえーん！じゃなかった😂3000万再生おめでとう！,0.9617
1,最後のカプセルのとこが地味にツボるwwwwww,0.8288
1,いいね,0.9732
-1,性癖オールバック,0.7213
1,天皇陛下万歳ーーーーー,0.8863
0,3000万回再生おめでとうございます！！,0.9899
1,もう3000万か…めっちゃ速いなw,0.6675
1,0:03拍手まじ好き,0.9841
0,3000万再生おめでとうございます！iTunesStoreに曲出してくれるの待ってます。,0.9889
1,３０００万回再生！！,0.8106
1,3000万再生おめでとう!!🎉🎉作品の中では向かい風だけど、曲の勢いは追い風ですね。,0.988
1,うーたん元気元気！,0.7969
0,3000万再生おめでとう🎉😊,0.9744
1,キャベツがいいよね,0.8755
1,3000万再生おめでと🎉,0.6774
0,3000万回再生おめでとうございます🎉,0.9715
1,3000万回再生おめー🎉,0.9607
1,3000万再生！！！,0.9448
0,3000万回おめでとう！！！,0.9908
0,2023年6月24日3000万再生おめでとうございます😆３ヶ月で本当に、ミーム化してたり本当に凄いです。,0.9785
1,2023年6月24日17時50分3000万回再生突破。,0.8099
0,3000万回再生おめでとうございます🎉,0.9715
0,3000万回再生おめでとうございます🎉,0.9715
0,3000万おめでとうございます！速い！,0.9854
0,3000万回再生おめでとうございます！これからも聞き続けます！※追記4000万回再生おめでとうございます！,0.9898
1,広告にでてきてまんまとハマりました,0.9791
1,"29,981,445再生！！！3000万が目前だぁぁぁぁ！！！！ちなみに3日で70万再生ぐらいのペースです",0.9206
1,動画投稿されてから三か月もたってるのに一日に何回もコメントされよるすんげえや,0.8723
1,あともう少しで3000万回再生やん！,0.959
1,たまに外れる感が好き❤,0.7147
1,これ歌愛ユキなんだよなあ！すげええ！,0.9784
-1,なんか小学生肌焼けてるのリアル,0.9428
-1,音途切れててすみませんm(__;)m,0.9561
1,これ本物の天才の作った曲だわ,0.8841
1,小3の子すごい声だよな！😮,0.9675
1,小学校の合唱コンクールで歌って欲しい…縦笛とトライアングルとカスタネットできたらOK,0.7377
1,キょオふうおおルバック好きです❤🎉,0.9801
1,今年の覇権曲確定だねー,0.9655
1,音楽聴きながら歌い、他の自分でもすごいと思った😎,0.9812
1,犬めっちゃ手懐けてるwwww,0.98
1,作画崩壊キャベツときゅうくらりんが居て感動した,0.9486
1,0:17左下の鳥がかわいい,0.9699
1,イラストが可愛い！,0.993
1,小学生のこの子かわいい,0.9844
1,カラスかわいい,0.9862
1,強風の日に小学生絶対やりそう笑,0.9261
-1,途中のキャベツ作画崩壊のやつだ,0.9815
1,1:11日本人には分かるキャベツ好き,0.6977
-1,キャベツのシーンの元ネタに言及するコメントがないのジェネレーションギャップを感じる…,0.9765
1,歌めっちゃいいけど、絵が可愛い‼️,0.9931
1,3ヶ月で約2500万はレベチww,0.557
-1,すーーーーぱーーーーーうぉおおお,0.4699
-1,なんか、「定期定期オッツパーク」にしか、聞こえないw聞きすぎてね,0.9366
1,中毒性すごいなこれ。タバコの比やないで。,0.9355
-1,あかさたなわ。はまやらわ,0.9185
-1,ギャオる女って調べて優越感に浸ろうと思ってたこれ出たんやが,0.6028
1,中毒性が酷い…これを知ってからずっと脳内でハトが大乱闘してます,0.9787
1,「地下に潜りたいなって思いました」のところ地下なら風がないという考察だったらいいなって思いました,0.7942
-1,自転車は強風ヤバい。車道側に引き寄せられるんだワ。(横から突風来た場合),0.9451
1,ゆきちゃんは本当に可愛いですね！〜☆,0.9947
1,こちらを元に再現動画を作らせていただきました！！！大好きな曲です♪素敵な曲を世に出してくださり、ありがとうございます(o^^o),0.9933
1,普通にめっちゃいい曲,0.9807
1,Tr909の音が合っていていいですね,0.7554
1,学校の巨大扇風機でオールバック楽しい,0.9823
1,この声面白い声ですね😂このこの歌好きです✌,0.986
-1,なぜか今ドハマリ中癖になる歌詞とテンポ,0.5115
1,完全戻しオールバック,0.7023
1,伝説のキャベツ、、、！！,0.9638
-1,很有意思😂,0.688
1,今日のテストこの曲頭で流れて英語のリスニング終わったわ♪,0.9826
-1,AIがどんだけ進化してもこの曲は作れない,0.9027
-1,外出た瞬間に終わったわ天気は悪いのに進めちゃう。会社だる〜,0.6578
1,ただ風が強い曲なのになんでこんな中毒性あるんや,0.9053
1,税金オールアップ,0.4974
-1,"くせっ毛の場合｢外出た瞬間終わらない,くせっ毛すーぎて動かない｣",0.6907
1,これ聞いたらバイヤー高橋さんの逆風オールバックが脳内で自然再生される笑,0.5909
-1,カラスさんのカスタネットまねできない,0.8675
1,定期定期的にこの曲聴きにくるよっ★,0.9854
1,これからも流行な曲出てくるだろうな,0.6717
-1,ホントたまに聞いても何度聞いてもノレるんすよね(˙꒳​˙)ｽｹﾞｪて、もうすぐ3000万再生?!Σ(˙꒳​˙;)ﾔﾍﾞｪ,0.7616
1,すごいですね作った人😮❤🎉,0.9723
1,虚無好きwww,0.9772
-1,【お歌詞作り苦労するよね】0:02,0.5656
1,前奏から入ることなく急に歌いだすの好き。,0.9907
1,いきなり始まるの好き,0.9829
1,カプセルに何者かが生まれるのかわいい😊😍,0.9505
1,絵が好きすぎる🥰,0.983
-1,鼻くそどっち,0.9488
1,結局風強いことを言ってるだけの名曲,0.6461
1,からすさんとはとさん可愛すぎて見ちゃう,0.9898
1,絵が可愛い,0.9908
1,もう3ヶ月か、100万再生が懐かしいな,0.5962
1,ケッタ乗りだで共感しかでけんでかんわｗｗｗ,0.9066
1,宿題中に何回も流してるｗｗおもろい,0.9569
-1,やばい授業中にずっとリピートされて集中できない…！,0.995
1,これ最高だよ！天才。,0.9896
-1,うぎゃぁぁぁぁああああ,0.4767
-1,学校行く前こーゆー感じかも,0.7283
1,この曲ハマった人↓,0.9134
1,いい曲だあ,0.9913
1,魚バージョンもやってください！,0.9727
-1,アニメ業界の社長とか美監とかに知り合いがいるので見てもらったら大笑いしてましたわ解像度悪いキャベツ、私が１９９０年代とか言ったら２０００年代のやつだよと即座に訂正されましたが、あれそんな最近だったのか…,0.6552
1,風がない時はかかとからつく「ラン」なのに、強風の時は「スプリント」になってるあたり、こだわりと愛を感じますね！,0.9644
1,この日常的な感じがいい,0.981
1,かわいい😂,0.9704
1,中毒性エグい,0.9927
1,脳からっぽにできるくらい平和で好き,0.9898
1,カスタネット叩いてるカラス？が可愛すぎてそっちを見てしまう,0.9662
1,なんかすげぇ懐かしい感じでぶわぁぁって鳥肌立ったんだけど、あれだ、｢イワシがつちからはえてくるんだ｣的な不気味さと単純さと可愛さと中毒さがあるんだ。,0.6851
1,これから脳内再生される分だけ貢いどきます。,0.6688
-1,強風での中でリコーダー吹いたら鳴り散らかりそう,0.963
1,ここまで耳に残るのも久しぶり,0.8501
-1,あかさ、多ナマや♥️,0.9425
1,キャベツ好き,0.9666
-1,我々帰宅部、帰宅タイムアタックを行なってる最中の暴風向い風さんやめてほしい,0.9938
1,この昔からのボカロってのが好きこういうの待ってた,0.8201
1,のほほんとした感じ好き,0.9902
1,神曲,0.9224
-1,元々オールバックの自分には到底分からないことです…,0.9791
-1,洋楽かと思ってましたすいません🙏,0.9359
1,この曲を推しの子の幼少期の重曹ちゃん（有馬かな）に是非歌って欲しい。なんか似合いそう…,0.9329
1,定期定期定期にっ！,0.8091
1,1:11ここのどこかで見た事あるキャベツを真顔で切ってるところを遠回しに「風強くてやる気ない」を演じてるの好き,0.9824
